Ticket_ID,Customer_Name,Customer_Age,Customer_Gender,Product_Purchased,Date,Ticket_Type,Ticket_Subject,Ticket_Status,Priority,Channel,First_Response_Time,Time_to_Resolution,Customer_Satisfaction_Rating,Category,Resolution_Duration,Priority_Score,Cluster_Name,Cluster_ID,Country,Latitude,Longitude,SLA_Breach,Efficiency_Score
2671,Robert Williams,57,Male,Nintendo Switch,2021-11-03,Cancellation request,Refund request,Closed,Medium,Phone,2023-06-01 03:23:16,2023-06-01 01:39:16,2.0,Billing,1.654444444444444,2,Standard Service,3,USA,37.0902,-95.7129,False,1.2088650100738754
2674,Carla Thomas,62,Male,Garmin Forerunner,2020-08-13,Refund request,Product compatibility,Closed,Medium,Phone,2023-06-01 08:32:21,2023-06-01 01:04:21,1.0,Other,1.0725,2,Standard Service,3,Canada,56.1304,-106.3468,False,1.8648018648018647
2679,Dominique Heath,69,Other,iPhone,2021-06-28,Technical issue,Product compatibility,Closed,Critical,Email,2023-05-31 23:12:27,2023-06-01 13:59:27,3.0,Other,13.99083333333333,4,High Priority Issues,2,USA,37.0902,-95.7129,False,0.28590148311394376
2680,Benjamin Silva,63,Other,Nest Thermostat,2020-11-12,Product inquiry,Display issue,Closed,Low,Email,2023-06-01 09:06:28,2023-06-01 19:18:28,3.0,Technical Issue,19.30777777777778,1,Standard Service,3,Canada,56.1304,-106.3468,True,0.0517925994130172
2683,Tracy Duncan,30,Male,Roomba Robot Vacuum,2020-10-03,Product inquiry,Product setup,Closed,Medium,Chat,2023-06-01 05:54:31,2023-06-01 09:07:31,2.0,Other,9.125277777777777,2,Standard Service,3,UK,55.3781,-3.436,False,0.2191714103071444
2684,Donald Anderson,34,Other,Fitbit Versa Smartwatch,2021-06-19,Billing inquiry,Hardware issue,Closed,Critical,Social media,2023-06-01 09:19:33,2023-06-01 03:19:33,4.0,Technical Issue,3.325833333333333,4,Fast & Satisfied,1,UK,55.3781,-3.436,False,1.2027060886995742
2687,Timothy Hogan,67,Male,Bose SoundLink Speaker,2021-03-02,Billing inquiry,Delivery problem,Closed,High,Email,2023-06-01 09:44:38,2023-06-01 06:43:38,2.0,Order & Delivery,6.727222222222222,3,High Priority Issues,2,India,20.5937,78.9629,False,0.445949293913618
2696,Andres Cabrera,18,Male,Microsoft Office,2020-04-12,Cancellation request,Payment issue,Closed,Medium,Email,2023-06-01 14:48:52,2023-06-01 17:04:52,2.0,Billing,17.08111111111111,2,Standard Service,3,India,20.5937,78.9629,False,0.11708840174331621
2699,Tammy Orozco,28,Female,Microsoft Surface,2021-02-08,Product inquiry,Battery life,Closed,Low,Phone,2023-06-01 12:54:56,2023-05-31 23:08:56,2.0,Other,23.14888888888889,1,Standard Service,3,UK,55.3781,-3.436,True,0.04319861764423538
2701,Sean Lyons,63,Female,Amazon Kindle,2021-07-22,Technical issue,Delivery problem,Closed,Critical,Social media,2023-06-01 03:02:58,2023-06-01 13:34:58,1.0,Order & Delivery,13.58277777777778,4,High Priority Issues,2,UK,55.3781,-3.436,False,0.29449057221154235
2702,Erica Chambers,44,Male,PlayStation,2020-07-20,Product inquiry,Payment issue,Closed,Critical,Chat,2023-06-01 21:23:58,2023-06-01 05:46:58,3.0,Billing,5.782777777777778,4,High Priority Issues,2,Canada,56.1304,-106.3468,False,0.6917090978960515
2703,Leah Baker,39,Male,Fitbit Versa Smartwatch,2020-07-01,Product inquiry,Peripheral compatibility,Closed,Critical,Phone,2023-06-01 22:03:00,2023-06-01 15:28:00,5.0,Other,15.46666666666667,4,Fast & Satisfied,1,UK,55.3781,-3.436,False,0.2586206896551724
2705,Stephen Hicks,29,Female,iPhone,2020-10-28,Cancellation request,Display issue,Closed,Low,Phone,2023-06-01 01:34:03,2023-06-01 05:36:03,4.0,Technical Issue,5.600833333333333,1,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,0.17854485939592324
2712,Kathryn Lowe,53,Other,Google Nest,2020-04-16,Billing inquiry,Product setup,Closed,Medium,Chat,2023-06-01 18:01:14,2023-06-01 15:39:14,3.0,Other,15.65388888888889,2,Standard Service,3,Canada,56.1304,-106.3468,False,0.12776377896866237
2716,Joseph Brown,27,Female,PlayStation,2020-08-01,Technical issue,Product recommendation,Closed,Low,Email,2023-05-31 23:04:19,2023-06-01 21:41:19,3.0,Other,21.68861111111111,1,Standard Service,3,USA,37.0902,-95.7129,True,0.046107147888676855
2718,Kristen Lawrence,19,Female,Philips Hue Lights,2021-07-23,Cancellation request,Battery life,Closed,Critical,Social media,2023-06-01 03:57:21,2023-06-01 08:19:21,5.0,Other,8.3225,4,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,0.48062481225593273
2727,Ashley Hall,20,Female,Microsoft Surface,2021-12-27,Product inquiry,Payment issue,Closed,Medium,Phone,2023-06-01 14:36:34,2023-06-01 00:38:34,4.0,Billing,0.6427777777777778,2,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,3.111495246326707
2729,Robert Arnold,19,Other,Xbox,2020-08-26,Product inquiry,Refund request,Closed,High,Chat,2023-06-01 16:39:36,2023-06-01 03:10:36,3.0,Billing,3.176666666666667,3,High Priority Issues,2,India,20.5937,78.9629,False,0.9443861490031478
2730,Eddie Reed,28,Other,Bose QuietComfort,2021-01-09,Billing inquiry,Data loss,Closed,Low,Email,2023-06-01 22:26:38,2023-06-01 10:47:38,3.0,Other,10.79388888888889,1,Standard Service,3,UK,55.3781,-3.436,False,0.09264501518348858
2734,Brittany Gomez,30,Male,Philips Hue Lights,2020-05-20,Billing inquiry,Cancellation request,Closed,High,Chat,2023-06-01 07:11:43,2023-06-01 19:42:43,1.0,Feature Request,19.71194444444444,3,High Priority Issues,2,India,20.5937,78.9629,True,0.15219198737370182
2737,Tracy Stanton,65,Other,Sony PlayStation,2020-01-21,Product inquiry,Delivery problem,Closed,Low,Email,2023-06-01 19:51:46,2023-06-01 19:51:46,2.0,Order & Delivery,19.86277777777778,1,Standard Service,3,India,20.5937,78.9629,True,0.05034542555869437
2739,Kevin Hunter,70,Female,Dyson Vacuum Cleaner,2020-07-11,Cancellation request,Delivery problem,Closed,Low,Chat,2023-06-01 16:51:48,2023-06-01 17:04:48,5.0,Order & Delivery,17.08,1,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,0.0585480093676815
2740,Johnny Mitchell,28,Female,Bose QuietComfort,2020-12-08,Billing inquiry,Network problem,Closed,Medium,Email,2023-06-01 15:13:49,2023-06-01 16:13:49,2.0,Other,16.23027777777778,2,Standard Service,3,Canada,56.1304,-106.3468,False,0.12322648000136917
2742,Brenda Kelly,62,Female,Amazon Kindle,2021-02-26,Refund request,Software bug,Closed,Critical,Phone,2023-06-01 22:14:52,2023-06-01 08:26:52,1.0,Technical Issue,8.447777777777778,4,High Priority Issues,2,Germany,51.1657,10.4515,False,0.4734973036959095
2752,Nathaniel Bradley,33,Male,Garmin Forerunner,2020-02-21,Product inquiry,Product compatibility,Closed,Low,Chat,2023-06-01 08:46:06,2023-06-01 20:37:06,4.0,Other,20.61833333333333,1,Fast & Satisfied,1,Germany,51.1657,10.4515,True,0.048500525422358755
2753,Christopher Ellis,44,Female,Philips Hue Lights,2020-11-20,Product inquiry,Account access,Closed,Medium,Email,2023-06-01 12:42:07,2023-06-01 16:06:07,1.0,Authentication,16.10194444444445,2,Standard Service,3,UK,55.3781,-3.436,False,0.12420860144565007
2754,Kevin Vincent,39,Male,Canon EOS,2020-04-28,Cancellation request,Hardware issue,Closed,Low,Email,2023-05-31 23:17:09,2023-06-01 17:52:09,1.0,Technical Issue,17.86916666666667,1,Standard Service,3,UK,55.3781,-3.436,True,0.05596231870540502
2755,Christopher Romero,23,Female,Google Nest,2020-01-27,Refund request,Data loss,Closed,Critical,Social media,2023-06-01 15:16:11,2023-06-01 18:03:11,1.0,Other,18.05305555555556,4,High Priority Issues,2,UK,55.3781,-3.436,True,0.2215691403425089
2756,Amy Rodriguez,53,Female,LG OLED,2020-04-15,Billing inquiry,Battery life,Closed,High,Phone,2023-06-01 03:12:12,2023-06-01 01:14:12,5.0,Other,1.236666666666667,3,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,2.4258760107816704
2760,Stephanie Robertson,22,Female,Apple AirPods,2020-09-26,Product inquiry,Account access,Closed,Medium,Email,2023-06-01 07:26:16,2023-06-01 09:02:16,1.0,Authentication,9.037777777777778,2,Standard Service,3,UK,55.3781,-3.436,False,0.22129333661175313
2763,Michael Sullivan,65,Male,Lenovo ThinkPad,2021-02-19,Technical issue,Refund request,Closed,High,Email,2023-06-01 11:16:19,2023-06-01 22:11:19,3.0,Billing,22.18861111111111,3,High Priority Issues,2,Canada,56.1304,-106.3468,True,0.13520449680141214
2767,Richard Flynn,31,Female,LG OLED,2020-10-20,Product inquiry,Software bug,Closed,High,Phone,2023-06-01 08:53:26,2023-06-01 18:06:26,5.0,Technical Issue,18.10722222222222,3,Fast & Satisfied,1,UK,55.3781,-3.436,True,0.16567974718497838
2771,Lynn Brooks,22,Male,iPhone,2020-10-09,Billing inquiry,Installation support,Closed,Critical,Social media,2023-06-01 03:36:31,2023-06-01 14:00:31,3.0,Other,14.00861111111111,4,High Priority Issues,2,UK,55.3781,-3.436,False,0.28553865677856877
2773,Vincent Thompson,69,Other,Google Pixel,2021-01-25,Technical issue,Product recommendation,Closed,Critical,Phone,2023-06-01 08:07:33,2023-06-01 14:20:33,5.0,Other,14.3425,4,Fast & Satisfied,1,India,20.5937,78.9629,False,0.27889140665853235
2774,Michael Murphy,58,Female,Bose SoundLink Speaker,2021-04-18,Product inquiry,Software bug,Closed,Low,Social media,2023-06-01 07:50:35,2023-06-01 18:02:35,3.0,Technical Issue,18.04305555555555,1,Standard Service,3,UK,55.3781,-3.436,True,0.05542298514356094
2780,Victoria Green,41,Male,MacBook Pro,2020-06-06,Cancellation request,Software bug,Closed,Medium,Chat,2023-06-01 17:04:44,2023-06-01 20:51:44,3.0,Technical Issue,20.86222222222222,2,Standard Service,3,USA,37.0902,-95.7129,True,0.09586706433745208
2781,Gail Leach,41,Female,LG OLED,2021-03-12,Refund request,Cancellation request,Closed,High,Chat,2023-06-01 00:46:46,2023-06-01 18:26:46,5.0,Feature Request,18.44611111111111,3,Fast & Satisfied,1,Canada,56.1304,-106.3468,True,0.16263590639400055
2784,David Flowers,48,Other,Adobe Photoshop,2021-11-12,Product inquiry,Product recommendation,Closed,High,Social media,2023-06-01 01:45:51,2023-06-01 16:34:51,5.0,Other,16.58083333333333,3,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,0.18093179876363275
2788,Joe Edwards,67,Female,Dell XPS,2020-03-13,Product inquiry,Software bug,Closed,Critical,Email,2023-06-01 16:20:56,2023-06-01 05:39:56,2.0,Technical Issue,5.665555555555556,4,High Priority Issues,2,Canada,56.1304,-106.3468,False,0.7060207883898804
2796,Neil Davis,33,Other,Nikon D,2020-10-24,Technical issue,Hardware issue,Closed,High,Social media,2023-06-01 19:52:06,2023-06-01 10:25:06,5.0,Technical Issue,10.41833333333333,3,Fast & Satisfied,1,USA,37.0902,-95.7129,False,0.2879539273716206
2801,Joshua Thompson,34,Male,Asus ROG,2021-11-20,Billing inquiry,Data loss,Closed,Low,Chat,2023-06-01 07:20:12,2023-06-01 15:07:12,4.0,Other,15.12,1,Fast & Satisfied,1,UK,55.3781,-3.436,False,0.06613756613756615
2802,Melissa Blair,66,Male,Adobe Photoshop,2020-01-08,Cancellation request,Peripheral compatibility,Closed,Critical,Email,2023-06-01 22:30:14,2023-06-01 12:43:14,5.0,Other,12.72055555555556,4,Fast & Satisfied,1,USA,37.0902,-95.7129,False,0.3144516748919071
2804,Cheryl Whitehead,53,Male,Canon EOS,2020-09-01,Cancellation request,Delivery problem,Closed,Medium,Chat,2023-06-01 03:33:15,2023-06-01 10:32:15,4.0,Order & Delivery,10.5375,2,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,0.18979833926453143
2808,Beth Chaney,56,Other,MacBook Pro,2021-03-30,Technical issue,Hardware issue,Closed,Critical,Email,2023-06-01 07:11:19,2023-06-01 20:07:19,5.0,Technical Issue,20.12194444444444,4,Fast & Satisfied,1,USA,37.0902,-95.7129,True,0.19878794571984706
2809,Penny Maxwell,49,Female,Philips Hue Lights,2021-04-21,Technical issue,Cancellation request,Closed,Critical,Email,2023-06-01 17:01:21,2023-06-01 18:41:21,5.0,Feature Request,18.68916666666667,4,Fast & Satisfied,1,UK,55.3781,-3.436,True,0.21402773442725284
2810,Jessica Harris,54,Female,Nest Thermostat,2021-09-10,Product inquiry,Hardware issue,Closed,Low,Social media,2023-06-01 10:18:23,2023-06-01 14:32:23,3.0,Technical Issue,14.53972222222222,1,Standard Service,3,UK,55.3781,-3.436,False,0.06877710486598018
2811,Michelle Roberts,34,Female,Canon EOS,2020-09-27,Cancellation request,Product recommendation,Closed,Critical,Social media,2023-06-01 11:29:24,2023-06-01 11:15:24,3.0,Other,11.25666666666667,4,High Priority Issues,2,USA,37.0902,-95.7129,False,0.35534498075214677
2812,Nicole Anderson,19,Female,Autodesk AutoCAD,2020-11-29,Technical issue,Product setup,Closed,Critical,Social media,2023-06-01 07:17:25,2023-06-01 14:10:25,3.0,Other,14.17361111111111,4,High Priority Issues,2,Canada,56.1304,-106.3468,False,0.2822146006859383
2816,Kevin Joseph,64,Female,Amazon Kindle,2020-07-23,Billing inquiry,Cancellation request,Closed,High,Chat,2023-06-01 15:30:31,2023-06-01 01:42:31,1.0,Feature Request,1.708611111111111,3,High Priority Issues,2,India,20.5937,78.9629,False,1.7558120630791743
2818,Terry Sims,70,Male,Nest Thermostat,2020-09-12,Product inquiry,Delivery problem,Closed,Low,Email,2023-05-31 23:29:33,2023-06-01 07:27:33,5.0,Order & Delivery,7.459166666666667,1,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,0.13406323315830632
2819,Alan Vang,39,Male,Dyson Vacuum Cleaner,2020-04-03,Technical issue,Peripheral compatibility,Closed,Medium,Social media,2023-06-01 15:10:35,2023-06-01 18:40:35,3.0,Other,18.67638888888889,2,Standard Service,3,UK,55.3781,-3.436,True,0.10708708262065887
2821,Troy Smith,56,Other,Sony Xperia,2021-10-18,Technical issue,Hardware issue,Closed,Critical,Phone,2023-06-01 19:47:37,2023-06-01 01:22:37,5.0,Technical Issue,1.376944444444445,4,Fast & Satisfied,1,UK,55.3781,-3.436,False,2.9049828525317722
2823,William Gordon,52,Male,GoPro Hero,2021-01-09,Product inquiry,Product setup,Closed,Critical,Phone,2023-06-01 02:08:40,2023-06-01 06:04:40,2.0,Other,6.077777777777778,4,High Priority Issues,2,Germany,51.1657,10.4515,False,0.6581352833638024
2829,William Norman,39,Other,Amazon Echo,2021-08-28,Technical issue,Battery life,Closed,Medium,Chat,2023-06-01 05:50:51,2023-06-01 09:16:51,3.0,Other,9.280833333333334,2,Standard Service,3,India,20.5937,78.9629,False,0.21549788991649457
2833,Tracy Johnson,56,Male,Canon EOS,2020-05-31,Technical issue,Software bug,Closed,Low,Phone,2023-06-01 13:19:54,2023-06-01 05:01:54,1.0,Technical Issue,5.031666666666666,1,Standard Service,3,India,20.5937,78.9629,False,0.1987413050679033
2839,Lisa Nolan,52,Female,Canon DSLR Camera,2020-11-18,Billing inquiry,Payment issue,Closed,Medium,Phone,2023-06-01 02:06:02,2023-06-01 10:29:02,1.0,Billing,10.48388888888889,2,Standard Service,3,USA,37.0902,-95.7129,False,0.19076890466853902
2840,Jason Hernandez,32,Other,Fitbit Charge,2020-01-09,Cancellation request,Payment issue,Closed,High,Phone,2023-06-01 12:44:03,2023-06-01 05:38:03,4.0,Billing,5.634166666666666,3,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,0.5324656115959178
2842,Tammie Oneill,65,Male,Google Nest,2021-12-08,Cancellation request,Network problem,Closed,High,Chat,2023-06-01 21:19:06,2023-05-31 23:01:06,1.0,Other,23.01833333333333,3,High Priority Issues,2,Canada,56.1304,-106.3468,True,0.13033089566287742
2843,Joshua Mcdaniel,39,Male,Nintendo Switch Pro Controller,2021-09-13,Billing inquiry,Peripheral compatibility,Closed,Low,Phone,2023-06-01 07:25:07,2023-06-01 16:00:07,4.0,Other,16.00194444444444,1,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,0.06249240543683929
2846,April Evans,37,Other,Canon EOS,2020-01-21,Technical issue,Delivery problem,Closed,High,Chat,2023-06-01 03:27:12,2023-06-01 08:19:12,1.0,Order & Delivery,8.32,3,High Priority Issues,2,UK,55.3781,-3.436,False,0.3605769230769231
2848,Ashley Gray,45,Female,Amazon Echo,2020-06-20,Technical issue,Account access,Closed,High,Chat,2023-06-01 02:42:15,2023-06-01 08:12:15,2.0,Authentication,8.204166666666667,3,High Priority Issues,2,UK,55.3781,-3.436,False,0.3656678517013712
2850,Amanda Hartman,70,Other,Google Pixel,2020-08-28,Refund request,Cancellation request,Closed,Critical,Chat,2023-06-01 18:09:18,2023-06-01 19:23:18,3.0,Feature Request,19.38833333333333,4,High Priority Issues,2,USA,37.0902,-95.7129,True,0.20630963637926594
2854,Jessica Dixon,44,Female,HP Pavilion,2021-02-19,Refund request,Product compatibility,Closed,Critical,Chat,2023-06-01 08:46:24,2023-06-01 03:29:24,2.0,Other,3.49,4,High Priority Issues,2,India,20.5937,78.9629,False,1.146131805157593
2855,Sarah Robinson,54,Female,Xbox,2021-03-03,Billing inquiry,Payment issue,Closed,High,Phone,2023-06-01 19:42:25,2023-06-01 03:30:25,5.0,Billing,3.506944444444445,3,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,0.8554455445544553
2857,Rita Hughes,27,Female,LG Washing Machine,2021-12-29,Technical issue,Data loss,Closed,High,Phone,2023-06-01 05:56:27,2023-06-01 21:11:27,1.0,Other,21.19083333333333,3,High Priority Issues,2,India,20.5937,78.9629,True,0.14157064768571317
2860,Ronald Harper,57,Other,Nikon D,2021-06-22,Technical issue,Product recommendation,Closed,High,Phone,2023-06-01 15:46:31,2023-06-01 09:48:31,5.0,Other,9.80861111111111,3,Fast & Satisfied,1,India,20.5937,78.9629,False,0.30585369998017614
2863,Julie Moore,22,Male,Dyson Vacuum Cleaner,2021-01-26,Cancellation request,Battery life,Closed,Medium,Phone,2023-06-01 20:53:36,2023-06-01 01:39:36,1.0,Other,1.66,2,Standard Service,3,India,20.5937,78.9629,False,1.2048192771084338
2872,Carolyn Thompson,42,Other,iPhone,2020-12-16,Product inquiry,Payment issue,Closed,High,Phone,2023-06-01 15:03:44,2023-06-01 08:58:44,5.0,Billing,8.97888888888889,3,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,0.3341170647197129
2875,Brent Owen,34,Other,iPhone,2020-04-04,Technical issue,Refund request,Closed,Medium,Chat,2023-06-01 00:10:49,2023-06-01 15:08:49,4.0,Billing,15.14694444444445,2,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,0.13203983201599143
2878,Holly Martin,42,Other,Fitbit Versa Smartwatch,2020-05-09,Product inquiry,Display issue,Closed,Medium,Phone,2023-05-31 23:50:53,2023-06-01 14:07:53,1.0,Technical Issue,14.13138888888889,2,Standard Service,3,UK,55.3781,-3.436,False,0.14152890531323098
2881,Elizabeth Sandoval,50,Male,LG Smart TV,2020-07-16,Billing inquiry,Hardware issue,Closed,Low,Chat,2023-06-01 18:16:57,2023-06-01 06:32:57,4.0,Technical Issue,6.549166666666666,1,Fast & Satisfied,1,Germany,51.1657,10.4515,False,0.15269118208423466
2884,Cathy Johnson,56,Female,Roomba Robot Vacuum,2021-01-04,Cancellation request,Cancellation request,Closed,Low,Chat,2023-06-01 06:18:01,2023-06-01 13:06:01,2.0,Feature Request,13.10027777777778,1,Standard Service,3,India,20.5937,78.9629,False,0.07633425923962595
2890,Adriana Sanders,60,Male,Nintendo Switch Pro Controller,2020-05-05,Refund request,Hardware issue,Closed,Critical,Phone,2023-06-01 19:44:08,2023-06-01 15:17:08,5.0,Technical Issue,15.28555555555556,4,Fast & Satisfied,1,USA,37.0902,-95.7129,False,0.26168496038380457
2893,Robert Williams,54,Male,Sony 4K HDR TV,2021-06-17,Product inquiry,Network problem,Closed,High,Phone,2023-06-01 18:48:12,2023-05-31 23:58:12,1.0,Other,23.97,3,High Priority Issues,2,Canada,56.1304,-106.3468,True,0.1251564455569462
2901,Victoria Nguyen,56,Other,Microsoft Office,2021-10-01,Product inquiry,Account access,Closed,Low,Chat,2023-06-01 07:44:25,2023-05-31 22:53:25,1.0,Authentication,22.89027777777778,1,Standard Service,3,USA,37.0902,-95.7129,True,0.043686669498210054
2904,Gail Day,64,Female,Dyson Vacuum Cleaner,2021-09-23,Billing inquiry,Peripheral compatibility,Closed,Low,Chat,2023-06-01 15:06:29,2023-06-01 17:22:29,5.0,Other,17.37472222222222,1,Fast & Satisfied,1,Germany,51.1657,10.4515,False,0.05755487697645047
2905,Megan Lewis,52,Male,Google Nest,2020-08-15,Refund request,Battery life,Closed,Low,Social media,2023-06-01 17:39:29,2023-06-01 03:48:29,2.0,Other,3.808055555555556,1,Standard Service,3,India,20.5937,78.9629,False,0.26260121088336125
2909,Joshua Christensen,51,Other,Canon EOS,2020-02-06,Product inquiry,Product recommendation,Closed,High,Email,2023-06-01 04:36:33,2023-05-31 23:13:33,4.0,Other,23.22583333333333,3,Fast & Satisfied,1,Canada,56.1304,-106.3468,True,0.12916651716838293
2911,Jason Kelley,36,Other,Asus ROG,2021-08-25,Technical issue,Network problem,Closed,Low,Email,2023-06-01 16:00:36,2023-06-01 01:01:36,2.0,Other,1.026666666666667,1,Standard Service,3,USA,37.0902,-95.7129,False,0.9740259740259737
2914,John Santana,70,Female,Bose QuietComfort,2021-11-05,Cancellation request,Data loss,Closed,High,Phone,2023-06-01 12:31:42,2023-06-01 11:42:42,1.0,Other,11.71166666666667,3,High Priority Issues,2,Canada,56.1304,-106.3468,False,0.25615483136473594
2915,James Mendoza,40,Female,Fitbit Charge,2020-08-12,Refund request,Battery life,Closed,Low,Social media,2023-06-01 22:46:43,2023-06-01 14:51:43,4.0,Other,14.86194444444445,1,Fast & Satisfied,1,Germany,51.1657,10.4515,False,0.0672859465824346
2918,Stacy Martin,51,Other,Philips Hue Lights,2020-05-01,Cancellation request,Product setup,Closed,High,Chat,2023-06-01 10:21:47,2023-06-01 11:35:47,1.0,Other,11.59638888888889,3,High Priority Issues,2,Canada,56.1304,-106.3468,False,0.25870122404005075
2920,David Clarke,70,Other,PlayStation,2020-04-18,Billing inquiry,Installation support,Closed,High,Phone,2023-06-01 14:31:49,2023-06-01 04:48:49,3.0,Other,4.813611111111111,3,High Priority Issues,2,India,20.5937,78.9629,False,0.623232731259738
2922,Robyn Pratt,42,Female,Nikon D,2020-12-17,Billing inquiry,Installation support,Closed,Low,Chat,2023-05-31 23:00:52,2023-06-01 06:26:52,2.0,Other,6.447777777777778,1,Standard Service,3,UK,55.3781,-3.436,False,0.15509219369291746
2928,Bradley Graham,69,Female,iPhone,2021-09-20,Refund request,Hardware issue,Closed,Low,Phone,2023-06-01 05:42:00,2023-06-01 01:50:00,2.0,Technical Issue,1.833333333333333,1,Standard Service,3,USA,37.0902,-95.7129,False,0.5454545454545455
2929,Robert Farley,64,Other,iPhone,2021-06-14,Refund request,Battery life,Closed,Low,Email,2023-06-01 11:22:02,2023-06-01 21:03:02,2.0,Other,21.05055555555555,1,Standard Service,3,Germany,51.1657,10.4515,True,0.047504684489720526
2930,Melissa Sellers,66,Male,Nintendo Switch Pro Controller,2021-03-15,Cancellation request,Peripheral compatibility,Closed,High,Email,2023-06-01 08:04:04,2023-06-01 17:26:04,3.0,Other,17.43444444444444,3,High Priority Issues,2,Canada,56.1304,-106.3468,False,0.17207316295965844
2934,Amber Heath,44,Other,Samsung Soundbar,2021-10-03,Refund request,Account access,Closed,High,Email,2023-06-01 01:29:09,2023-06-01 06:19:09,4.0,Authentication,6.319166666666667,3,Fast & Satisfied,1,USA,37.0902,-95.7129,False,0.47474614268759063
2935,Marvin King,50,Female,GoPro Hero,2020-10-28,Cancellation request,Data loss,Closed,High,Chat,2023-06-01 01:54:10,2023-06-01 16:04:10,5.0,Other,16.06944444444444,3,Fast & Satisfied,1,Germany,51.1657,10.4515,False,0.18668971477960247
2938,Ashley Lynch,20,Female,Canon EOS,2020-09-18,Technical issue,Network problem,Closed,Critical,Email,2023-06-01 09:52:15,2023-06-01 22:05:15,4.0,Other,22.0875,4,Fast & Satisfied,1,India,20.5937,78.9629,True,0.18109790605546125
2939,Kevin Morgan,34,Male,Google Nest,2021-09-30,Billing inquiry,Installation support,Closed,Critical,Social media,2023-06-01 09:54:16,2023-06-01 10:09:16,3.0,Other,10.15444444444444,4,High Priority Issues,2,India,20.5937,78.9629,False,0.3939161833898678
2947,Lisa Myers,39,Other,Microsoft Xbox Controller,2020-09-06,Technical issue,Network problem,Closed,Medium,Phone,2023-06-01 11:18:28,2023-06-01 13:33:28,1.0,Other,13.55777777777778,2,Standard Service,3,USA,37.0902,-95.7129,False,0.14751680052450417
2955,Sharon Lowery,60,Male,Philips Hue Lights,2021-08-03,Technical issue,Account access,Closed,Low,Email,2023-06-01 03:07:40,2023-06-01 22:50:40,1.0,Authentication,22.84444444444444,1,Standard Service,3,India,20.5937,78.9629,True,0.043774319066147864
2956,Alex Thomas,43,Male,Apple AirPods,2020-04-25,Product inquiry,Installation support,Closed,High,Chat,2023-06-01 18:01:43,2023-06-01 10:04:43,1.0,Other,10.07861111111111,3,High Priority Issues,2,India,20.5937,78.9629,False,0.2976600611856793
2967,Michael Pratt,60,Male,Microsoft Office,2020-10-21,Cancellation request,Refund request,Closed,Critical,Chat,2023-06-01 06:15:54,2023-06-01 21:09:54,4.0,Billing,21.165,4,Fast & Satisfied,1,UK,55.3781,-3.436,True,0.18899125915426412
2968,Stacy Harper,18,Other,Canon DSLR Camera,2020-10-01,Technical issue,Account access,Closed,Critical,Social media,2023-06-01 09:25:55,2023-06-01 14:14:55,2.0,Authentication,14.24861111111111,4,High Priority Issues,2,Germany,51.1657,10.4515,False,0.28072911589823574
2969,Christopher Lynch,45,Female,Sony 4K HDR TV,2020-10-31,Product inquiry,Account access,Closed,High,Chat,2023-06-01 09:53:57,2023-06-01 19:28:57,5.0,Authentication,19.4825,3,Fast & Satisfied,1,Germany,51.1657,10.4515,True,0.15398434492493263
2970,Mr. James Ramsey,33,Other,GoPro Action Camera,2020-09-05,Product inquiry,Product compatibility,Closed,Low,Phone,2023-06-01 01:57:59,2023-06-01 16:22:59,2.0,Other,16.38305555555555,1,Standard Service,3,India,20.5937,78.9629,False,0.06103867478254974
2975,Emily Allen,52,Male,Microsoft Office,2020-02-13,Product inquiry,Battery life,Closed,High,Social media,2023-06-01 05:09:05,2023-06-01 08:27:05,1.0,Other,8.45138888888889,3,High Priority Issues,2,Canada,56.1304,-106.3468,False,0.35497124075595726
2976,Ashlee King,66,Other,Canon DSLR Camera,2021-06-10,Refund request,Installation support,Closed,Low,Phone,2023-05-31 23:40:05,2023-06-01 07:26:05,3.0,Other,7.434722222222222,1,Standard Service,3,Germany,51.1657,10.4515,False,0.1345040164393798
2985,Kimberly Fox,49,Other,Amazon Echo,2021-03-22,Billing inquiry,Cancellation request,Closed,Critical,Social media,2023-06-01 08:12:17,2023-06-01 16:26:17,1.0,Feature Request,16.43805555555555,4,High Priority Issues,2,Canada,56.1304,-106.3468,False,0.2433377832603884
2988,Kelly Smith,34,Female,Roomba Robot Vacuum,2020-05-21,Billing inquiry,Software bug,Closed,Critical,Phone,2023-06-01 07:21:19,2023-06-01 04:42:19,4.0,Technical Issue,4.705277777777778,4,Fast & Satisfied,1,India,20.5937,78.9629,False,0.8501092154200366
