Ticket ID,Customer Name,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Status,Ticket Priority,Ticket Channel,Customer Satisfaction Rating,First_Response_Minutes,First_Response_Date,Average_First_Response_Minutes,Priority_Avg_Response,Location,Latitude,Longitude
1626,Kendra Howell MD,42,Male,Asus ROG,2021-07-30,Product inquiry,Battery life,Pending Customer Response,Medium,Chat,0.0,23,2023-06-01,30,20,UK,55.3781,-3.436
1627,Joseph Miller,45,Female,iPhone,2021-03-18,Technical issue,Delivery problem,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
1631,Samantha Bates,54,Other,GoPro Action Camera,2021-12-10,Technical issue,Delivery problem,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
1632,Katherine Reed,56,Male,iPhone,2021-03-29,Refund request,Network problem,Open,Low,Chat,0.0,0,,30,20,UK,55.3781,-3.436
1633,Debra Lopez DDS,50,Other,Sony PlayStation,2020-04-02,Product inquiry,Product compatibility,Open,Low,Chat,0.0,0,,30,20,UK,55.3781,-3.436
1635,Savannah Collins,56,Female,Fitbit Versa Smartwatch,2020-09-19,Refund request,Hardware issue,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
1636,Jaime Fisher,45,Male,Philips Hue Lights,2021-07-14,Cancellation request,Hardware issue,Pending Customer Response,Medium,Chat,0.0,20,2023-06-01,30,20,UK,55.3781,-3.436
1639,Ian Davis,38,Male,PlayStation,2020-07-17,Refund request,Peripheral compatibility,Open,High,Email,0.0,0,,30,20,USA,37.0902,-95.7129
1641,William Stokes,36,Other,LG OLED,2020-07-23,Refund request,Product compatibility,Closed,Critical,Phone,4.0,19,2023-06-01,30,20,India,20.5937,78.9629
1642,Justin Richardson,34,Female,Fitbit Charge,2021-01-08,Cancellation request,Data loss,Pending Customer Response,Medium,Phone,0.0,17,2023-06-01,30,20,India,20.5937,78.9629
1643,Jennifer Morgan,32,Female,Bose QuietComfort,2021-09-05,Refund request,Battery life,Pending Customer Response,High,Phone,0.0,8,2023-06-01,30,20,India,20.5937,78.9629
1644,Lisa Oconnor,24,Other,Nikon D,2021-01-12,Refund request,Payment issue,Pending Customer Response,Low,Chat,0.0,25,2023-06-01,30,20,UK,55.3781,-3.436
1645,Amanda Evans,60,Female,Fitbit Versa Smartwatch,2021-02-27,Technical issue,Product setup,Open,Medium,Email,0.0,0,,30,20,USA,37.0902,-95.7129
1646,Terri Hill,24,Other,Microsoft Office,2021-05-24,Technical issue,Product recommendation,Open,High,Chat,0.0,0,,30,20,UK,55.3781,-3.436
1648,Brandon Reese,46,Male,Canon DSLR Camera,2021-04-01,Billing inquiry,Network problem,Closed,High,Chat,1.0,47,2023-06-01,30,20,UK,55.3781,-3.436
1649,Eric Cervantes,26,Female,Nintendo Switch,2020-02-09,Billing inquiry,Software bug,Pending Customer Response,Critical,Email,0.0,7,2023-06-01,30,20,USA,37.0902,-95.7129
1650,Fernando Diaz,27,Male,Samsung Galaxy,2021-12-17,Refund request,Product recommendation,Closed,Critical,Chat,1.0,41,2023-06-01,30,20,UK,55.3781,-3.436
1653,Jenna Ayers,68,Male,Dyson Vacuum Cleaner,2020-04-27,Product inquiry,Product compatibility,Closed,Low,Email,2.0,22,2023-06-01,30,20,USA,37.0902,-95.7129
1656,Ariana Deleon,27,Female,Garmin Forerunner,2021-06-19,Refund request,Cancellation request,Closed,High,Email,4.0,9,2023-06-01,30,20,USA,37.0902,-95.7129
1657,Phillip Harris,41,Male,Google Nest,2021-02-15,Refund request,Payment issue,Open,Low,Chat,0.0,0,,30,20,UK,55.3781,-3.436
1658,Joshua Hurst,38,Male,Garmin Forerunner,2020-07-22,Product inquiry,Battery life,Pending Customer Response,Medium,Chat,0.0,20,2023-06-01,30,20,UK,55.3781,-3.436
1659,Jonathon Barrett,45,Other,Sony PlayStation,2020-04-22,Technical issue,Payment issue,Pending Customer Response,High,Phone,0.0,41,2023-06-01,30,20,India,20.5937,78.9629
1660,John Parker,55,Female,HP Pavilion,2020-04-11,Product inquiry,Hardware issue,Closed,Critical,Email,4.0,49,2023-06-01,30,20,USA,37.0902,-95.7129
1662,David Warren,64,Female,Philips Hue Lights,2021-06-10,Product inquiry,Software bug,Open,Low,Email,0.0,0,,30,20,USA,37.0902,-95.7129
1664,Anna Garza MD,54,Other,Canon EOS,2021-06-12,Cancellation request,Network problem,Pending Customer Response,Critical,Phone,0.0,35,2023-06-01,30,20,India,20.5937,78.9629
1667,David Hernandez,27,Female,Nintendo Switch Pro Controller,2020-07-07,Technical issue,Software bug,Open,Medium,Chat,0.0,0,,30,20,UK,55.3781,-3.436
1668,Matthew Butler,22,Female,LG Washing Machine,2020-10-26,Billing inquiry,Refund request,Open,High,Phone,0.0,0,,30,20,India,20.5937,78.9629
1669,Richard Leonard,69,Male,iPhone,2020-12-07,Refund request,Installation support,Closed,Medium,Chat,4.0,26,2023-05-31,30,20,UK,55.3781,-3.436
1671,Gilbert Allen,33,Other,iPhone,2021-12-02,Billing inquiry,Battery life,Open,Critical,Phone,0.0,0,,30,20,India,20.5937,78.9629
1673,Laura Stevens,61,Female,Sony 4K HDR TV,2021-05-08,Cancellation request,Battery life,Open,Medium,Phone,0.0,0,,30,20,India,20.5937,78.9629
1674,Melissa Campbell,68,Other,Samsung Galaxy,2020-05-05,Billing inquiry,Display issue,Closed,High,Phone,5.0,59,2023-06-01,30,20,India,20.5937,78.9629
1675,David Weaver,68,Female,Fitbit Charge,2021-01-07,Cancellation request,Payment issue,Closed,Low,Email,5.0,27,2023-06-01,30,20,USA,37.0902,-95.7129
1676,James Franco,38,Male,Nest Thermostat,2020-06-28,Product inquiry,Product compatibility,Pending Customer Response,Medium,Chat,0.0,35,2023-06-01,30,20,UK,55.3781,-3.436
1677,James Ibarra,63,Female,Microsoft Surface,2020-05-10,Refund request,Data loss,Closed,Low,Phone,4.0,58,2023-06-01,30,20,India,20.5937,78.9629
1678,Andrew Atkins,68,Male,GoPro Action Camera,2021-11-12,Technical issue,Hardware issue,Pending Customer Response,Critical,Phone,0.0,12,2023-06-01,30,20,India,20.5937,78.9629
1679,Jeffrey Scott,58,Male,Google Nest,2021-09-20,Billing inquiry,Display issue,Open,Critical,Phone,0.0,0,,30,20,India,20.5937,78.9629
1682,Joshua Madden,39,Female,iPhone,2021-05-11,Refund request,Peripheral compatibility,Open,Critical,Phone,0.0,0,,30,20,India,20.5937,78.9629
1683,Amanda Lopez,52,Other,Garmin Forerunner,2020-12-11,Refund request,Software bug,Open,Critical,Phone,0.0,0,,30,20,India,20.5937,78.9629
1684,Angel Fry,65,Other,Garmin Forerunner,2021-03-14,Cancellation request,Delivery problem,Open,Medium,Email,0.0,0,,30,20,USA,37.0902,-95.7129
1685,Emily Knox,34,Other,LG OLED,2021-11-03,Product inquiry,Installation support,Open,High,Chat,0.0,0,,30,20,UK,55.3781,-3.436
1686,Robert Luna,70,Female,Amazon Echo,2020-10-22,Refund request,Product compatibility,Closed,Low,Phone,3.0,31,2023-06-01,30,20,India,20.5937,78.9629
1687,Colin Robinson,27,Other,LG Smart TV,2020-12-21,Product inquiry,Product setup,Closed,Medium,Chat,2.0,22,2023-06-01,30,20,UK,55.3781,-3.436
1688,Nicolas Jones,52,Male,Nest Thermostat,2020-10-31,Product inquiry,Refund request,Open,Medium,Phone,0.0,0,,30,20,India,20.5937,78.9629
1689,Michael Oconnor,26,Male,Fitbit Charge,2021-04-20,Cancellation request,Display issue,Pending Customer Response,Medium,Email,0.0,46,2023-06-01,30,20,USA,37.0902,-95.7129
1690,Evelyn Garcia,43,Other,Garmin Forerunner,2021-11-17,Refund request,Product setup,Pending Customer Response,Medium,Phone,0.0,39,2023-06-01,30,20,India,20.5937,78.9629
1692,James Hoover,42,Other,LG OLED,2021-09-11,Refund request,Refund request,Closed,High,Chat,3.0,35,2023-06-01,30,20,UK,55.3781,-3.436
1693,Kelly Berg,49,Other,Samsung Galaxy,2021-07-17,Refund request,Payment issue,Open,High,Phone,0.0,0,,30,20,India,20.5937,78.9629
1694,Jacob Hayden,20,Male,MacBook Pro,2020-10-18,Product inquiry,Product compatibility,Open,Low,Email,0.0,0,,30,20,USA,37.0902,-95.7129
1695,William Stewart,50,Female,MacBook Pro,2021-11-29,Billing inquiry,Battery life,Open,Medium,Phone,0.0,0,,30,20,India,20.5937,78.9629
1696,Bryan Rivera,61,Male,Amazon Kindle,2020-11-10,Billing inquiry,Payment issue,Open,Medium,Phone,0.0,0,,30,20,India,20.5937,78.9629
1697,Lisa Mcdonald,53,Other,Google Pixel,2020-12-17,Refund request,Data loss,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
1700,Angela Rogers,53,Female,Nintendo Switch Pro Controller,2021-03-03,Technical issue,Product setup,Closed,Low,Email,2.0,49,2023-06-01,30,20,USA,37.0902,-95.7129
1701,Mrs. Molly Gutierrez,24,Male,Sony 4K HDR TV,2020-04-25,Billing inquiry,Cancellation request,Closed,Medium,Email,5.0,1,2023-06-01,30,20,USA,37.0902,-95.7129
1703,Kevin Edwards,54,Female,Fitbit Versa Smartwatch,2021-10-20,Refund request,Product setup,Closed,Medium,Chat,2.0,25,2023-06-01,30,20,UK,55.3781,-3.436
1704,Kimberly Golden,59,Male,Apple AirPods,2021-10-02,Cancellation request,Payment issue,Closed,Medium,Chat,4.0,15,2023-06-01,30,20,UK,55.3781,-3.436
1705,Lisa Goodwin,57,Male,Canon EOS,2021-10-08,Refund request,Software bug,Open,High,Email,0.0,0,,30,20,USA,37.0902,-95.7129
1706,Alicia Patterson,21,Male,LG OLED,2020-07-09,Billing inquiry,Refund request,Closed,Low,Email,2.0,15,2023-06-01,30,20,USA,37.0902,-95.7129
1707,Jacob Hall,54,Male,Bose SoundLink Speaker,2020-01-17,Refund request,Peripheral compatibility,Pending Customer Response,High,Email,0.0,46,2023-06-01,30,20,USA,37.0902,-95.7129
1708,Kelly Norris,25,Male,MacBook Pro,2021-01-05,Billing inquiry,Display issue,Pending Customer Response,High,Chat,0.0,56,2023-06-01,30,20,UK,55.3781,-3.436
1709,Emily Walker,25,Male,Sony Xperia,2021-10-01,Billing inquiry,Data loss,Pending Customer Response,Low,Chat,0.0,50,2023-06-01,30,20,UK,55.3781,-3.436
1710,Ricky Bryan DDS,62,Male,Autodesk AutoCAD,2020-02-18,Product inquiry,Battery life,Closed,High,Email,4.0,19,2023-06-01,30,20,USA,37.0902,-95.7129
1711,Megan Thompson,29,Female,Dyson Vacuum Cleaner,2021-10-22,Product inquiry,Hardware issue,Closed,High,Chat,2.0,19,2023-06-01,30,20,UK,55.3781,-3.436
1712,Vanessa Casey,33,Other,Sony PlayStation,2021-01-02,Refund request,Display issue,Pending Customer Response,Critical,Email,0.0,8,2023-06-01,30,20,USA,37.0902,-95.7129
1713,Felicia Clark,37,Female,MacBook Pro,2020-11-30,Refund request,Product compatibility,Open,Medium,Phone,0.0,0,,30,20,India,20.5937,78.9629
1714,Ryan Walker MD,21,Other,Sony 4K HDR TV,2021-07-07,Refund request,Installation support,Pending Customer Response,Low,Chat,0.0,12,2023-06-01,30,20,UK,55.3781,-3.436
1715,Katrina Matthews MD,27,Female,Sony PlayStation,2021-01-09,Refund request,Network problem,Closed,Critical,Chat,2.0,28,2023-06-01,30,20,UK,55.3781,-3.436
1716,Scott Riddle,20,Female,Microsoft Office,2020-09-13,Refund request,Peripheral compatibility,Closed,Low,Phone,1.0,11,2023-06-01,30,20,India,20.5937,78.9629
1717,Jorge Ramos,46,Female,Lenovo ThinkPad,2021-07-22,Product inquiry,Installation support,Open,Medium,Email,0.0,0,,30,20,USA,37.0902,-95.7129
1719,Jorge Jennings,30,Male,Nintendo Switch Pro Controller,2021-05-10,Cancellation request,Display issue,Closed,Medium,Chat,5.0,18,2023-06-01,30,20,UK,55.3781,-3.436
1720,Bruce Davis,56,Other,Nest Thermostat,2021-03-31,Cancellation request,Installation support,Open,Medium,Phone,0.0,0,,30,20,India,20.5937,78.9629
1721,Miss Ruth Bryant,20,Female,Amazon Kindle,2020-12-30,Refund request,Cancellation request,Open,High,Chat,0.0,0,,30,20,UK,55.3781,-3.436
1722,Kevin Haynes,41,Male,Dell XPS,2020-06-06,Refund request,Cancellation request,Closed,Low,Phone,1.0,56,2023-06-01,30,20,India,20.5937,78.9629
1723,Jacqueline Jensen,31,Other,Sony Xperia,2021-01-06,Technical issue,Battery life,Closed,High,Phone,1.0,10,2023-06-01,30,20,India,20.5937,78.9629
1724,Roberto Rogers,21,Female,PlayStation,2020-01-17,Cancellation request,Software bug,Open,Low,Chat,0.0,0,,30,20,UK,55.3781,-3.436
1726,Jesse Austin,61,Female,Google Pixel,2020-04-11,Refund request,Display issue,Open,Low,Email,0.0,0,,30,20,USA,37.0902,-95.7129
1727,Alison Gibson,47,Male,Sony Xperia,2021-07-13,Cancellation request,Refund request,Closed,Critical,Chat,1.0,39,2023-06-01,30,20,UK,55.3781,-3.436
1728,Barbara Smith,67,Female,Asus ROG,2020-01-12,Technical issue,Cancellation request,Pending Customer Response,Critical,Email,0.0,23,2023-06-01,30,20,USA,37.0902,-95.7129
1729,Alisha Jackson,60,Male,Samsung Galaxy,2020-07-25,Technical issue,Product setup,Open,Critical,Phone,0.0,0,,30,20,India,20.5937,78.9629
1730,Wendy Watson,57,Other,LG Smart TV,2021-10-11,Cancellation request,Product compatibility,Open,High,Email,0.0,0,,30,20,USA,37.0902,-95.7129
1731,James Frank,28,Other,Amazon Echo,2020-09-08,Billing inquiry,Battery life,Pending Customer Response,Critical,Phone,0.0,49,2023-05-31,30,20,India,20.5937,78.9629
1732,Terri Guzman,34,Male,Samsung Soundbar,2020-01-09,Product inquiry,Refund request,Closed,High,Email,2.0,43,2023-06-01,30,20,USA,37.0902,-95.7129
1735,Katie Gonzalez,25,Female,Samsung Soundbar,2021-04-19,Technical issue,Battery life,Closed,Medium,Chat,3.0,51,2023-06-01,30,20,UK,55.3781,-3.436
1738,Ryan Olson,33,Male,Amazon Kindle,2020-04-27,Cancellation request,Battery life,Open,High,Phone,0.0,0,,30,20,India,20.5937,78.9629
1739,Robert Taylor,53,Other,PlayStation,2020-01-10,Product inquiry,Battery life,Pending Customer Response,High,Phone,0.0,44,2023-06-01,30,20,India,20.5937,78.9629
1740,James Smith,56,Male,Google Pixel,2021-10-13,Refund request,Payment issue,Open,High,Email,0.0,0,,30,20,USA,37.0902,-95.7129
1741,Carmen Clayton,37,Male,Nikon D,2021-03-20,Cancellation request,Refund request,Open,High,Phone,0.0,0,,30,20,India,20.5937,78.9629
1742,Karen Stewart,22,Other,Xbox,2021-02-26,Technical issue,Installation support,Closed,High,Chat,3.0,59,2023-06-01,30,20,UK,55.3781,-3.436
1743,Shannon Smith,22,Male,LG Washing Machine,2021-07-29,Technical issue,Payment issue,Closed,Medium,Chat,5.0,16,2023-06-01,30,20,UK,55.3781,-3.436
1745,Linda Cortez DVM,63,Male,Roomba Robot Vacuum,2020-07-21,Billing inquiry,Software bug,Pending Customer Response,Medium,Chat,0.0,58,2023-06-01,30,20,UK,55.3781,-3.436
1746,Taylor Zimmerman,21,Other,Nest Thermostat,2020-11-14,Refund request,Peripheral compatibility,Pending Customer Response,Critical,Email,0.0,17,2023-06-01,30,20,USA,37.0902,-95.7129
1748,Maria Oneal,36,Female,Microsoft Office,2020-09-02,Product inquiry,Network problem,Closed,High,Email,1.0,24,2023-06-01,30,20,USA,37.0902,-95.7129
1749,Tanya Martinez,53,Male,Lenovo ThinkPad,2020-08-08,Refund request,Hardware issue,Open,Critical,Phone,0.0,0,,30,20,India,20.5937,78.9629
1750,Brian Horne,40,Male,Nikon D,2020-02-03,Technical issue,Product compatibility,Open,High,Phone,0.0,0,,30,20,India,20.5937,78.9629
1751,Luis Shannon,41,Male,Apple AirPods,2020-01-03,Technical issue,Network problem,Pending Customer Response,Critical,Phone,0.0,39,2023-06-01,30,20,India,20.5937,78.9629
1752,Jennifer Wu,44,Female,Asus ROG,2021-05-06,Billing inquiry,Network problem,Open,Low,Phone,0.0,0,,30,20,India,20.5937,78.9629
1753,Grace Lambert,69,Male,Microsoft Office,2020-05-30,Product inquiry,Data loss,Closed,Critical,Chat,5.0,19,2023-06-01,30,20,UK,55.3781,-3.436
1756,Christina Lopez,35,Other,Canon DSLR Camera,2021-01-29,Technical issue,Display issue,Closed,Low,Chat,3.0,41,2023-06-01,30,20,UK,55.3781,-3.436
1757,Frank Scott,55,Other,Amazon Echo,2020-03-07,Refund request,Delivery problem,Open,Medium,Phone,0.0,0,,30,20,India,20.5937,78.9629
1758,Diana Ortiz,41,Male,Sony Xperia,2021-05-10,Billing inquiry,Payment issue,Open,Low,Chat,0.0,0,,30,20,UK,55.3781,-3.436
1759,Edward French,69,Other,Microsoft Office,2021-09-25,Refund request,Product setup,Open,Medium,Chat,0.0,0,,30,20,UK,55.3781,-3.436
1760,Taylor Taylor,32,Male,Roomba Robot Vacuum,2021-10-22,Cancellation request,Battery life,Pending Customer Response,Low,Chat,0.0,28,2023-06-01,30,20,UK,55.3781,-3.436
1764,Valerie Larsen,28,Male,LG Washing Machine,2021-07-25,Cancellation request,Product recommendation,Pending Customer Response,Critical,Phone,0.0,9,2023-06-01,30,20,India,20.5937,78.9629
1765,Erica Scott DVM,40,Female,Microsoft Xbox Controller,2021-02-21,Refund request,Peripheral compatibility,Closed,Low,Chat,2.0,26,2023-06-01,30,20,UK,55.3781,-3.436
1766,Amber Erickson,23,Other,Philips Hue Lights,2021-03-20,Refund request,Account access,Closed,High,Email,5.0,48,2023-06-01,30,20,USA,37.0902,-95.7129
1768,Patricia Rodgers,57,Female,Nintendo Switch,2020-12-23,Refund request,Payment issue,Closed,Low,Chat,4.0,5,2023-06-01,30,20,UK,55.3781,-3.436
1769,Vanessa White,19,Male,Asus ROG,2021-11-23,Billing inquiry,Cancellation request,Pending Customer Response,Critical,Email,0.0,51,2023-06-01,30,20,USA,37.0902,-95.7129
1771,Matthew Jimenez,67,Female,LG OLED,2020-09-24,Product inquiry,Refund request,Pending Customer Response,Critical,Email,0.0,10,2023-05-31,30,20,USA,37.0902,-95.7129
1772,Justin Padilla,41,Other,Fitbit Charge,2021-05-12,Cancellation request,Product compatibility,Open,Critical,Chat,0.0,0,,30,20,UK,55.3781,-3.436
1773,Elizabeth Palmer,48,Other,Fitbit Versa Smartwatch,2020-08-13,Product inquiry,Peripheral compatibility,Closed,Low,Phone,3.0,27,2023-06-01,30,20,India,20.5937,78.9629
1774,Darrell Harris,28,Male,Roomba Robot Vacuum,2021-11-25,Product inquiry,Cancellation request,Open,High,Chat,0.0,0,,30,20,UK,55.3781,-3.436
1775,Emily Wiley,22,Female,Sony 4K HDR TV,2021-01-05,Cancellation request,Refund request,Pending Customer Response,Low,Phone,0.0,29,2023-06-01,30,20,India,20.5937,78.9629
1779,Christopher Neal,35,Male,Roomba Robot Vacuum,2020-06-12,Technical issue,Product setup,Closed,High,Chat,3.0,39,2023-06-01,30,20,UK,55.3781,-3.436
1780,Roberta Cunningham,61,Other,Sony 4K HDR TV,2020-09-10,Technical issue,Product recommendation,Pending Customer Response,Critical,Chat,0.0,22,2023-06-01,30,20,UK,55.3781,-3.436
1781,Samuel Morgan,19,Female,Lenovo ThinkPad,2020-09-06,Cancellation request,Delivery problem,Pending Customer Response,Low,Email,0.0,58,2023-06-01,30,20,USA,37.0902,-95.7129
1783,Michael Chen,66,Male,Samsung Galaxy,2021-12-11,Technical issue,Account access,Closed,Low,Phone,2.0,7,2023-05-31,30,20,India,20.5937,78.9629
1784,Carrie Johnson,63,Male,Dell XPS,2021-08-01,Technical issue,Battery life,Closed,Critical,Email,3.0,58,2023-06-01,30,20,USA,37.0902,-95.7129
1785,Alexis Allen,62,Male,Samsung Galaxy,2021-01-15,Refund request,Delivery problem,Closed,Medium,Chat,3.0,24,2023-06-01,30,20,UK,55.3781,-3.436
1786,Ashley Gutierrez,56,Other,Amazon Echo,2021-08-10,Refund request,Hardware issue,Closed,Low,Email,4.0,5,2023-06-01,30,20,USA,37.0902,-95.7129
1787,Karen Ward,53,Female,Nintendo Switch Pro Controller,2021-06-15,Product inquiry,Account access,Open,High,Chat,0.0,0,,30,20,UK,55.3781,-3.436
1788,Emily Bailey,24,Female,Nikon D,2020-10-16,Product inquiry,Payment issue,Open,Medium,Email,0.0,0,,30,20,USA,37.0902,-95.7129
1789,Russell Peterson,37,Other,Amazon Echo,2021-10-20,Technical issue,Network problem,Pending Customer Response,Medium,Email,0.0,13,2023-06-01,30,20,USA,37.0902,-95.7129
1791,Ashley Baker,63,Male,Adobe Photoshop,2021-07-24,Technical issue,Product compatibility,Open,Critical,Chat,0.0,0,,30,20,UK,55.3781,-3.436
1792,Michelle Hawkins,40,Other,LG Smart TV,2020-04-30,Cancellation request,Peripheral compatibility,Open,Low,Phone,0.0,0,,30,20,India,20.5937,78.9629
1794,Andrew Hudson,21,Male,Microsoft Office,2021-01-17,Refund request,Refund request,Pending Customer Response,Critical,Email,0.0,47,2023-06-01,30,20,USA,37.0902,-95.7129
1795,Michael Townsend,34,Male,Microsoft Xbox Controller,2020-11-04,Technical issue,Data loss,Open,Critical,Chat,0.0,0,,30,20,UK,55.3781,-3.436
1798,Warren Gallagher,69,Male,LG OLED,2020-07-24,Technical issue,Product recommendation,Pending Customer Response,High,Email,0.0,19,2023-06-01,30,20,USA,37.0902,-95.7129
1800,Julie Perry,24,Female,LG Washing Machine,2021-02-26,Cancellation request,Network problem,Pending Customer Response,High,Chat,0.0,15,2023-06-01,30,20,UK,55.3781,-3.436
1802,Brian Mahoney,43,Female,iPhone,2021-10-06,Cancellation request,Network problem,Open,Low,Email,0.0,0,,30,20,USA,37.0902,-95.7129
1803,Jasmine Foley,42,Male,Adobe Photoshop,2021-08-21,Billing inquiry,Battery life,Pending Customer Response,Medium,Phone,0.0,19,2023-06-01,30,20,India,20.5937,78.9629
1807,Edward Hughes,59,Female,MacBook Pro,2021-06-27,Refund request,Account access,Closed,Medium,Phone,5.0,57,2023-06-01,30,20,India,20.5937,78.9629
1808,Melissa Bowman,48,Male,Apple AirPods,2020-02-24,Billing inquiry,Battery life,Closed,Medium,Phone,5.0,25,2023-06-01,30,20,India,20.5937,78.9629
1809,Amber Cherry,51,Male,Microsoft Xbox Controller,2020-11-22,Refund request,Delivery problem,Pending Customer Response,Medium,Phone,0.0,37,2023-06-01,30,20,India,20.5937,78.9629
1812,Rachel Wright,32,Other,Sony 4K HDR TV,2021-11-25,Product inquiry,Display issue,Open,High,Chat,0.0,0,,30,20,UK,55.3781,-3.436
1813,Robert Adams,61,Female,Samsung Soundbar,2021-12-17,Billing inquiry,Software bug,Closed,Critical,Email,5.0,6,2023-06-01,30,20,USA,37.0902,-95.7129
1814,Charles Kelly,69,Male,Google Pixel,2020-02-18,Billing inquiry,Payment issue,Pending Customer Response,High,Phone,0.0,37,2023-05-31,30,20,India,20.5937,78.9629
1817,Roberto Mckinney,70,Male,Sony Xperia,2021-01-05,Product inquiry,Account access,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
1819,Sara Vaughan,39,Male,Samsung Soundbar,2021-08-17,Technical issue,Product recommendation,Pending Customer Response,Medium,Email,0.0,28,2023-06-01,30,20,USA,37.0902,-95.7129
1821,Peter Watts,54,Female,LG Washing Machine,2021-08-13,Billing inquiry,Network problem,Open,Medium,Phone,0.0,0,,30,20,India,20.5937,78.9629
1823,Michelle Wong,37,Female,Fitbit Charge,2021-08-02,Billing inquiry,Display issue,Open,High,Email,0.0,0,,30,20,USA,37.0902,-95.7129
1824,Kayla Flores,38,Other,Bose QuietComfort,2020-10-13,Billing inquiry,Data loss,Open,High,Phone,0.0,0,,30,20,India,20.5937,78.9629
1826,Angela Humphrey,55,Female,Bose SoundLink Speaker,2021-06-11,Billing inquiry,Hardware issue,Closed,High,Chat,2.0,6,2023-06-01,30,20,UK,55.3781,-3.436
1827,Regina Copeland,31,Other,Fitbit Charge,2020-04-14,Cancellation request,Network problem,Pending Customer Response,High,Email,0.0,37,2023-06-01,30,20,USA,37.0902,-95.7129
1829,Dillon Bennett,41,Male,Sony PlayStation,2020-10-13,Technical issue,Installation support,Pending Customer Response,Low,Phone,0.0,44,2023-05-31,30,20,India,20.5937,78.9629
1830,Sara Hamilton,23,Male,PlayStation,2020-10-22,Product inquiry,Peripheral compatibility,Open,Medium,Chat,0.0,0,,30,20,UK,55.3781,-3.436
1833,Michelle Nelson,64,Other,Fitbit Charge,2020-12-04,Cancellation request,Hardware issue,Open,Low,Chat,0.0,0,,30,20,UK,55.3781,-3.436
1834,William Cruz,51,Other,iPhone,2020-08-08,Technical issue,Product compatibility,Open,Medium,Chat,0.0,0,,30,20,UK,55.3781,-3.436
1836,Kathleen Richards,51,Other,LG OLED,2021-08-22,Technical issue,Account access,Closed,Critical,Chat,4.0,16,2023-05-31,30,20,UK,55.3781,-3.436
1837,David James,59,Male,Canon EOS,2021-03-31,Product inquiry,Product recommendation,Open,Critical,Phone,0.0,0,,30,20,India,20.5937,78.9629
1838,Ashley Spears,28,Male,Bose SoundLink Speaker,2020-01-20,Billing inquiry,Installation support,Closed,Medium,Email,5.0,10,2023-06-01,30,20,USA,37.0902,-95.7129
1839,Tina Brown,18,Other,HP Pavilion,2020-08-22,Refund request,Software bug,Closed,Low,Chat,4.0,4,2023-05-31,30,20,UK,55.3781,-3.436
1841,David Lee,46,Female,Amazon Echo,2021-07-22,Technical issue,Peripheral compatibility,Open,Medium,Chat,0.0,0,,30,20,UK,55.3781,-3.436
1843,Nathaniel Walls,18,Female,Nikon D,2020-07-25,Cancellation request,Product setup,Open,Critical,Chat,0.0,0,,30,20,UK,55.3781,-3.436
1844,April Clark,49,Female,Samsung Galaxy,2020-12-04,Cancellation request,Network problem,Open,High,Phone,0.0,0,,30,20,India,20.5937,78.9629
1845,Johnathan Meadows,60,Female,Canon EOS,2020-09-22,Billing inquiry,Network problem,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
1846,Mike Hansen,38,Other,Amazon Echo,2020-07-09,Product inquiry,Display issue,Closed,Low,Phone,4.0,12,2023-06-01,30,20,India,20.5937,78.9629
1847,Jorge Willis,27,Male,Microsoft Xbox Controller,2021-12-20,Technical issue,Product setup,Closed,High,Chat,3.0,13,2023-06-01,30,20,UK,55.3781,-3.436
1848,Tammie Carter,58,Other,GoPro Action Camera,2020-12-11,Technical issue,Hardware issue,Open,Critical,Chat,0.0,0,,30,20,UK,55.3781,-3.436
1849,Taylor Powell,35,Male,Nest Thermostat,2020-05-09,Cancellation request,Payment issue,Open,Medium,Phone,0.0,0,,30,20,India,20.5937,78.9629
1850,Bruce Thomas MD,49,Male,Dyson Vacuum Cleaner,2020-10-13,Billing inquiry,Payment issue,Open,Low,Phone,0.0,0,,30,20,India,20.5937,78.9629
1851,Ana Medina,56,Male,Google Pixel,2021-01-24,Product inquiry,Hardware issue,Pending Customer Response,Medium,Email,0.0,57,2023-06-01,30,20,USA,37.0902,-95.7129
1852,James Santos,22,Other,Amazon Kindle,2020-08-16,Cancellation request,Peripheral compatibility,Open,Medium,Phone,0.0,0,,30,20,India,20.5937,78.9629
1853,Brandon Hall,67,Female,Sony 4K HDR TV,2020-01-26,Technical issue,Battery life,Closed,Low,Phone,2.0,5,2023-06-01,30,20,India,20.5937,78.9629
1854,Mr. Christopher Martinez,49,Other,Nest Thermostat,2021-10-16,Technical issue,Product recommendation,Closed,High,Phone,2.0,57,2023-06-01,30,20,India,20.5937,78.9629
1856,Andrea Patterson,27,Female,HP Pavilion,2020-05-16,Refund request,Cancellation request,Pending Customer Response,High,Email,0.0,34,2023-06-01,30,20,USA,37.0902,-95.7129
