Ticket ID,Customer Name,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Status,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Customer Satisfaction Rating,Country,Resolution_Duration,Priority_Score,Similarity_Score,Similarity_Level,Latitude,Longitude,Country_Encoded,Resolution_Efficiency,Efficiency_Level,Satisfaction_Level,Age_Group,Is_Resolved,Cluster_ID,Cluster_Name,cluster_names,Team,Performance_Score
502,April Rogers,59,Female,Canon DSLR Camera,2021-05-29,Billing inquiry,Hardware issue,Closed,Critical,Phone,2023-06-01 17:38:08,2023-06-01 17:52:08,2,Australia,1,4,0.8566943992560747,High,-25.2744,133.7751,2,1.0,High Efficiency,Low Satisfaction,Senior,1,2,Medium Priority - Normal Resolution,Slow Resolution,Team B,98
503,Megan Wolf,25,Female,Microsoft Xbox Controller,2021-06-10,Technical issue,Product recommendation,Open,High,Social media,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Australia,6,3,0.09409989646016609,Low,-25.2744,133.7751,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
504,William Lane,43,Female,Sony Xperia,2021-08-20,Technical issue,Cancellation request,Closed,Medium,Phone,2023-06-01 13:38:12,2023-06-01 17:04:12,3,Canada,3,2,0.9762651087418174,High,56.1304,-106.3468,3,0.9090909090909091,High Efficiency,Medium Satisfaction,Senior,1,2,Medium Priority - Normal Resolution,Slow Resolution,Team A,94
505,Jillian Lawson,39,Female,Sony PlayStation,2020-10-14,Product inquiry,Account access,Pending Customer Response,Low,Email,2023-06-01 07:39:13,2023-06-01 11:17:48,3,India,6,1,0.14285845940021782,Low,20.5937,78.9629,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
506,Justin Park,33,Male,Philips Hue Lights,2021-04-09,Billing inquiry,Peripheral compatibility,Pending Customer Response,Critical,Social media,2023-06-01 03:26:15,2023-06-01 11:17:48,3,India,6,4,0.0,Low,20.5937,78.9629,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
507,Jose Bradley,36,Male,PlayStation,2020-05-20,Cancellation request,Data loss,Pending Customer Response,Critical,Chat,2023-05-31 23:47:17,2023-06-01 11:17:48,3,Australia,6,4,0.0,Low,-25.2744,133.7751,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
508,Kelly Hernandez,60,Male,LG Washing Machine,2020-02-05,Cancellation request,Payment issue,Pending Customer Response,Critical,Email,2023-06-01 13:11:18,2023-06-01 11:17:48,3,Canada,6,4,0.0,Low,56.1304,-106.3468,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
509,Lawrence Davis,34,Female,Philips Hue Lights,2021-08-21,Cancellation request,Product recommendation,Open,Low,Email,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Germany,6,1,0.14285845940021782,Low,51.1657,10.4515,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
510,Sean Tucker,40,Male,Asus ROG,2021-12-15,Product inquiry,Product compatibility,Closed,High,Chat,2023-06-01 09:28:20,2023-06-01 16:42:20,5,India,7,3,0.0,Low,20.5937,78.9629,3,0.7272727272727273,Medium Efficiency,High Satisfaction,Adult,1,0,Low Priority - Fast Resolution,Fast Resolution,Team B,86
511,Michael Odonnell,68,Female,Amazon Kindle,2020-07-10,Refund request,Product setup,Pending Customer Response,Low,Phone,2023-05-31 23:01:22,2023-06-01 11:17:48,3,Germany,6,1,0.14285845940021782,Low,51.1657,10.4515,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
512,Steven Pham,43,Other,Canon EOS,2021-09-16,Product inquiry,Battery life,Closed,Low,Phone,2023-06-01 03:19:23,2023-06-01 08:45:23,2,India,5,1,0.4337669201421313,Low,20.5937,78.9629,5,0.8181818181818182,High Efficiency,Low Satisfaction,Senior,1,3,Critical Priority - Urgent Attention,Critical Issues,Team B,90
513,Leah Riley,18,Other,LG OLED,2021-10-18,Refund request,Peripheral compatibility,Pending Customer Response,Low,Chat,2023-06-01 20:25:24,2023-06-01 11:17:48,3,India,6,1,0.14285845940021782,Low,20.5937,78.9629,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
514,William Garcia,39,Female,Microsoft Xbox Controller,2021-06-26,Product inquiry,Refund request,Pending Customer Response,Critical,Phone,2023-06-01 16:19:26,2023-06-01 11:17:48,3,UK,6,4,0.0,Low,,,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
515,Robert Duffy,62,Other,Amazon Echo,2021-02-12,Technical issue,Delivery problem,Closed,Critical,Chat,2023-06-01 16:15:28,2023-06-01 13:23:28,1,India,6,4,0.0,Low,20.5937,78.9629,3,0.7727272727272727,High Efficiency,Low Satisfaction,Elder,1,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
516,Steven Henry,54,Male,GoPro Hero,2021-04-01,Technical issue,Product recommendation,Closed,Medium,Phone,2023-06-01 02:01:29,2023-05-31 23:55:29,2,USA,6,2,0.2559980842312421,Low,,,5,0.7727272727272727,High Efficiency,Low Satisfaction,Senior,1,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
517,Richard Elliott,55,Male,Dyson Vacuum Cleaner,2020-03-03,Billing inquiry,Software bug,Closed,Critical,Phone,2023-06-01 03:20:30,2023-06-01 12:48:30,4,Canada,9,4,0.0,Low,56.1304,-106.3468,5,0.6363636363636364,Medium Efficiency,High Satisfaction,Senior,1,0,Low Priority - Fast Resolution,Fast Resolution,Team A,82
518,Zachary Brandt,69,Male,Sony 4K HDR TV,2021-09-24,Billing inquiry,Network problem,Open,High,Social media,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Canada,6,3,0.09409989646016609,Low,56.1304,-106.3468,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
519,Andrew Smith,21,Female,Nest Thermostat,2021-01-07,Product inquiry,Account access,Closed,Critical,Chat,2023-06-01 11:17:33,2023-06-01 18:17:33,3,Germany,7,4,0.0,Low,51.1657,10.4515,0,0.7272727272727273,Medium Efficiency,Medium Satisfaction,Youth,1,0,Low Priority - Fast Resolution,Fast Resolution,Team D,86
520,Stephanie Roach,40,Male,Google Nest,2021-07-29,Technical issue,Delivery problem,Open,Critical,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,India,6,4,0.0,Low,20.5937,78.9629,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
521,Ashley Rojas,52,Male,LG Smart TV,2021-08-20,Cancellation request,Software bug,Pending Customer Response,Critical,Email,2023-06-01 17:08:36,2023-06-01 11:17:48,3,USA,6,4,0.0,Low,,,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
522,Gina Hull,25,Other,Fitbit Charge,2020-02-05,Product inquiry,Product compatibility,Pending Customer Response,Low,Phone,2023-06-01 17:13:38,2023-06-01 11:17:48,3,Germany,6,1,0.14285845940021782,Low,51.1657,10.4515,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
523,Richard Cunningham,18,Female,GoPro Hero,2021-08-02,Product inquiry,Network problem,Open,High,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,UK,6,3,0.09409989646016609,Low,,,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
524,Sydney Hawkins,67,Male,PlayStation,2021-04-10,Cancellation request,Installation support,Open,High,Email,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Germany,6,3,0.09409989646016609,Low,51.1657,10.4515,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
525,Heather Dawson,38,Other,Nikon D,2020-10-21,Refund request,Battery life,Closed,Low,Email,2023-06-01 14:37:41,2023-06-01 04:39:41,3,Germany,6,1,0.14285845940021782,Low,51.1657,10.4515,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,1,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
526,Cody Bailey,30,Male,Microsoft Office,2020-12-19,Refund request,Product setup,Closed,Medium,Chat,2023-06-01 21:44:43,2023-06-01 07:55:43,1,India,6,2,0.2559980842312421,Low,20.5937,78.9629,2,0.7727272727272727,High Efficiency,Low Satisfaction,Adult,1,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
527,Roger Pitts,52,Female,Bose QuietComfort,2021-06-05,Refund request,Display issue,Closed,Critical,Social media,2023-06-01 02:32:45,2023-06-01 21:18:45,1,UK,18,4,0.0,Low,,,4,0.22727272727272727,Low Efficiency,Low Satisfaction,Senior,1,1,High Priority - Slow Resolution,Medium Resolution,Team B,64
528,George Reed,47,Female,Microsoft Surface,2021-06-28,Refund request,Delivery problem,Pending Customer Response,Critical,Email,2023-06-01 06:00:45,2023-06-01 11:17:48,3,Germany,6,4,0.0,Low,51.1657,10.4515,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
529,Sandra Nixon,54,Other,Roomba Robot Vacuum,2021-06-12,Product inquiry,Product compatibility,Pending Customer Response,Low,Social media,2023-06-01 04:56:45,2023-06-01 11:17:48,3,USA,6,1,0.14285845940021782,Low,,,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
530,Michael Bryant,45,Other,Nintendo Switch,2020-02-24,Cancellation request,Hardware issue,Pending Customer Response,Medium,Phone,2023-06-01 16:17:46,2023-06-01 11:17:48,3,USA,6,2,0.2559980842312421,Low,,,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
531,Joy Allen,60,Male,Apple AirPods,2021-03-04,Billing inquiry,Product compatibility,Open,Medium,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Canada,6,2,0.2559980842312421,Low,56.1304,-106.3468,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
532,Andres Shelton,43,Female,Dyson Vacuum Cleaner,2020-06-24,Cancellation request,Peripheral compatibility,Open,Low,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,UK,6,1,0.14285845940021782,Low,,,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
533,Donna Jenkins,31,Female,Nikon D,2021-10-18,Refund request,Peripheral compatibility,Open,High,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,UK,6,3,0.09409989646016609,Low,,,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
534,Joseph Nguyen,23,Other,LG Smart TV,2021-06-11,Product inquiry,Product compatibility,Pending Customer Response,Medium,Chat,2023-05-31 22:05:53,2023-06-01 11:17:48,3,Canada,6,2,0.2559980842312421,Low,56.1304,-106.3468,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
535,Holly Perez,48,Other,Sony 4K HDR TV,2020-11-29,Technical issue,Account access,Closed,Medium,Phone,2023-06-01 14:32:55,2023-06-01 09:59:55,2,Germany,6,2,0.2559980842312421,Low,51.1657,10.4515,3,0.7727272727272727,High Efficiency,Low Satisfaction,Senior,1,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
536,Brenda Robbins,25,Male,Canon EOS,2021-07-09,Refund request,Account access,Open,Medium,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,UK,6,2,0.2559980842312421,Low,,,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
537,Rebecca Wood,32,Female,Microsoft Xbox Controller,2021-09-13,Technical issue,Peripheral compatibility,Closed,Medium,Phone,2023-06-01 14:14:57,2023-06-01 18:18:57,3,USA,4,2,0.9381830251144121,High,,,1,0.8636363636363636,High Efficiency,Medium Satisfaction,Adult,1,2,Medium Priority - Normal Resolution,Slow Resolution,Team C,92
538,Mr. James Norman,49,Other,Apple AirPods,2020-10-06,Technical issue,Battery life,Pending Customer Response,High,Email,2023-06-01 03:40:58,2023-06-01 11:17:48,3,USA,6,3,0.09409989646016609,Low,,,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
539,John Anderson,21,Female,Dell XPS,2021-09-16,Technical issue,Payment issue,Open,Medium,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,India,6,2,0.2559980842312421,Low,20.5937,78.9629,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
540,Barbara Barnes,27,Other,Adobe Photoshop,2021-04-04,Cancellation request,Cancellation request,Closed,Medium,Chat,2023-06-01 06:21:00,2023-06-01 16:47:00,3,UK,10,2,0.0,Low,,,4,0.5909090909090909,Medium Efficiency,Medium Satisfaction,Adult,1,3,Critical Priority - Urgent Attention,Critical Issues,Team C,80
541,Melissa Turner,19,Female,Dell XPS,2021-03-06,Product inquiry,Software bug,Pending Customer Response,Critical,Email,2023-05-31 22:20:02,2023-06-01 11:17:48,3,Germany,6,4,0.0,Low,51.1657,10.4515,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
542,Misty Mendez,32,Male,Asus ROG,2020-08-02,Cancellation request,Network problem,Open,Medium,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Canada,6,2,0.2559980842312421,Low,56.1304,-106.3468,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
543,Teresa Jimenez,25,Male,Garmin Forerunner,2020-05-09,Cancellation request,Product compatibility,Open,Medium,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Canada,6,2,0.2559980842312421,Low,56.1304,-106.3468,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
544,Amanda Robertson,18,Male,PlayStation,2021-08-06,Refund request,Display issue,Closed,Low,Email,2023-05-31 23:07:07,2023-06-01 17:51:07,2,Germany,18,1,0.0,Low,51.1657,10.4515,5,0.22727272727272727,Low Efficiency,Low Satisfaction,Youth,1,1,High Priority - Slow Resolution,Medium Resolution,Team A,64
545,Justin Rowland,50,Male,LG OLED,2021-06-25,Cancellation request,Payment issue,Open,Critical,Social media,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Australia,6,4,0.0,Low,-25.2744,133.7751,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
546,Charles Hernandez,65,Other,Canon DSLR Camera,2021-06-08,Cancellation request,Software bug,Pending Customer Response,Medium,Email,2023-06-01 01:27:10,2023-06-01 11:17:48,3,India,6,2,0.2559980842312421,Low,20.5937,78.9629,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
547,Joseph Castaneda,51,Female,iPhone,2020-08-16,Technical issue,Installation support,Open,High,Email,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Canada,6,3,0.09409989646016609,Low,56.1304,-106.3468,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
548,Kristen Blake,29,Male,Asus ROG,2020-10-09,Refund request,Software bug,Open,Low,Social media,2023-06-01 11:26:25,2023-06-01 11:17:48,3,UK,6,1,0.14285845940021782,Low,,,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
549,Erika Villanueva,69,Other,Sony 4K HDR TV,2021-02-18,Refund request,Refund request,Pending Customer Response,Low,Chat,2023-06-01 17:19:13,2023-06-01 11:17:48,3,India,6,1,0.14285845940021782,Low,20.5937,78.9629,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
550,Holly Taylor,58,Male,Canon EOS,2020-11-05,Technical issue,Installation support,Open,Low,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,UK,6,1,0.14285845940021782,Low,,,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
551,Kimberly Frazier,55,Female,Fitbit Charge,2021-11-15,Cancellation request,Product recommendation,Open,Low,Email,2023-06-01 11:26:25,2023-06-01 11:17:48,3,USA,6,1,0.14285845940021782,Low,,,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
552,Denise Gould,45,Female,Google Pixel,2020-06-17,Technical issue,Display issue,Pending Customer Response,Critical,Phone,2023-06-01 03:42:18,2023-06-01 11:17:48,3,India,6,4,0.0,Low,20.5937,78.9629,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
553,Sylvia Russell,53,Male,Asus ROG,2021-08-04,Technical issue,Cancellation request,Pending Customer Response,Critical,Chat,2023-06-01 00:11:20,2023-06-01 11:17:48,3,Canada,6,4,0.0,Low,56.1304,-106.3468,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
554,Kathryn Hunter,45,Female,Microsoft Surface,2021-06-05,Billing inquiry,Product setup,Pending Customer Response,High,Phone,2023-05-31 23:47:21,2023-06-01 11:17:48,3,India,6,3,0.09409989646016609,Low,20.5937,78.9629,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
555,Deborah Simpson,45,Other,Microsoft Office,2020-04-16,Product inquiry,Refund request,Open,Critical,Email,2023-06-01 11:26:25,2023-06-01 11:17:48,3,India,6,4,0.0,Low,20.5937,78.9629,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
556,Jenny Flynn,44,Male,Google Pixel,2021-10-14,Billing inquiry,Installation support,Closed,Critical,Email,2023-06-01 21:38:24,2023-06-01 12:57:24,5,India,6,4,0.0,Low,20.5937,78.9629,1,0.7727272727272727,High Efficiency,High Satisfaction,Senior,1,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
557,Eric Black,34,Other,Microsoft Xbox Controller,2021-02-09,Cancellation request,Display issue,Open,Low,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Australia,6,1,0.14285845940021782,Low,-25.2744,133.7751,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
558,Vanessa Kennedy,27,Female,LG Washing Machine,2021-05-27,Cancellation request,Product compatibility,Open,Medium,Social media,2023-06-01 11:26:25,2023-06-01 11:17:48,3,India,6,2,0.2559980842312421,Low,20.5937,78.9629,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
559,Anna White,42,Male,Nikon D,2020-07-02,Product inquiry,Peripheral compatibility,Closed,Critical,Chat,2023-06-01 17:14:29,2023-06-01 20:09:29,3,UK,2,4,0.7540609549563333,High,,,5,0.9545454545454546,High Efficiency,Medium Satisfaction,Senior,1,2,Medium Priority - Normal Resolution,Slow Resolution,Team B,96
560,Austin Salinas,45,Other,Canon EOS,2021-07-21,Cancellation request,Display issue,Open,Low,Email,2023-06-01 11:26:25,2023-06-01 11:17:48,3,USA,6,1,0.14285845940021782,Low,,,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
561,Anthony Wells,42,Other,Google Pixel,2020-05-31,Technical issue,Display issue,Pending Customer Response,Critical,Phone,2023-06-01 19:38:32,2023-06-01 11:17:48,3,Germany,6,4,0.0,Low,51.1657,10.4515,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
562,Angela Hall,44,Male,LG OLED,2020-05-17,Technical issue,Network problem,Closed,Medium,Phone,2023-06-01 03:59:34,2023-06-01 11:54:34,3,India,7,2,0.0,Low,20.5937,78.9629,4,0.7272727272727273,Medium Efficiency,Medium Satisfaction,Senior,1,3,Critical Priority - Urgent Attention,Critical Issues,Team B,86
563,Kimberly Cunningham,64,Male,Samsung Galaxy,2020-10-11,Technical issue,Delivery problem,Pending Customer Response,Medium,Social media,2023-06-01 16:18:35,2023-06-01 11:17:48,3,Canada,6,2,0.2559980842312421,Low,56.1304,-106.3468,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
564,Tara Pratt,51,Male,Garmin Forerunner,2020-05-13,Billing inquiry,Battery life,Pending Customer Response,Low,Social media,2023-06-01 13:26:36,2023-06-01 11:17:48,3,India,6,1,0.14285845940021782,Low,20.5937,78.9629,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
565,Brianna Evans,20,Female,Sony Xperia,2020-10-24,Cancellation request,Cancellation request,Closed,High,Phone,2023-06-01 04:54:38,2023-06-01 01:22:38,5,Canada,6,3,0.09409989646016609,Low,56.1304,-106.3468,4,0.7727272727272727,High Efficiency,High Satisfaction,Youth,1,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
566,Lindsey Barnes,30,Other,Dyson Vacuum Cleaner,2020-11-06,Billing inquiry,Peripheral compatibility,Open,Low,Social media,2023-06-01 11:26:25,2023-06-01 11:17:48,3,UK,6,1,0.14285845940021782,Low,,,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
567,Melissa Weiss,36,Male,MacBook Pro,2021-02-22,Product inquiry,Installation support,Pending Customer Response,Low,Chat,2023-06-01 18:48:41,2023-06-01 11:17:48,3,Canada,6,1,0.14285845940021782,Low,56.1304,-106.3468,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
568,Taylor Alvarez,46,Female,Canon EOS,2021-09-30,Billing inquiry,Peripheral compatibility,Closed,High,Phone,2023-06-01 17:56:42,2023-06-01 06:54:42,1,Germany,6,3,0.09409989646016609,Low,51.1657,10.4515,4,0.7727272727272727,High Efficiency,Low Satisfaction,Senior,1,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
569,Teresa Jimenez,44,Female,Samsung Galaxy,2020-12-24,Product inquiry,Network problem,Closed,Low,Social media,2023-06-01 05:21:43,2023-06-01 17:33:43,4,USA,12,1,0.0,Low,,,4,0.5,Medium Efficiency,High Satisfaction,Senior,1,1,High Priority - Slow Resolution,Medium Resolution,Team C,76
570,Hannah Quinn,48,Other,Nintendo Switch,2021-03-23,Cancellation request,Payment issue,Open,Critical,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Canada,6,4,0.0,Low,56.1304,-106.3468,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
571,Levi Valencia,70,Female,Asus ROG,2021-05-18,Product inquiry,Refund request,Pending Customer Response,Low,Chat,2023-06-01 04:25:46,2023-06-01 11:17:48,3,Canada,6,1,0.14285845940021782,Low,56.1304,-106.3468,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
572,Charles Wells,20,Female,Bose QuietComfort,2020-04-21,Billing inquiry,Network problem,Pending Customer Response,Low,Phone,2023-06-01 06:01:47,2023-06-01 11:17:48,3,USA,6,1,0.14285845940021782,Low,,,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
573,Angela Jensen,39,Other,Nikon D,2020-12-15,Product inquiry,Product recommendation,Open,Low,Email,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Germany,6,1,0.14285845940021782,Low,51.1657,10.4515,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
574,Jennifer Ramsey,54,Other,Asus ROG,2020-05-28,Cancellation request,Network problem,Pending Customer Response,Critical,Chat,2023-06-01 08:49:51,2023-06-01 11:17:48,3,India,6,4,0.0,Low,20.5937,78.9629,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
575,Michael Fields,25,Female,Adobe Photoshop,2021-05-07,Billing inquiry,Network problem,Closed,Medium,Chat,2023-06-01 15:13:52,2023-06-01 10:19:52,2,Canada,6,2,0.2559980842312421,Low,56.1304,-106.3468,3,0.7727272727272727,High Efficiency,Low Satisfaction,Youth,1,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
576,Becky Evans,32,Female,Sony 4K HDR TV,2021-05-25,Billing inquiry,Data loss,Closed,Low,Email,2023-06-01 16:53:54,2023-06-01 06:47:54,4,USA,6,1,0.14285845940021782,Low,,,5,0.7727272727272727,High Efficiency,High Satisfaction,Adult,1,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
577,Jeffrey Pratt,66,Other,Apple AirPods,2020-12-11,Product inquiry,Account access,Closed,Low,Social media,2023-06-01 20:39:56,2023-06-01 02:51:56,1,UK,6,1,0.14285845940021782,Low,,,2,0.7727272727272727,High Efficiency,Low Satisfaction,Elder,1,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
578,Michael Long,67,Female,Sony PlayStation,2021-12-28,Billing inquiry,Software bug,Open,High,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,USA,6,3,0.09409989646016609,Low,,,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
579,Timothy Gomez,29,Other,Apple AirPods,2020-01-18,Technical issue,Product compatibility,Pending Customer Response,Medium,Chat,2023-06-01 20:48:59,2023-06-01 11:17:48,3,UK,6,2,0.2559980842312421,Low,,,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
580,Nicole Delgado,25,Other,Samsung Soundbar,2020-02-25,Technical issue,Software bug,Open,Medium,Social media,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Germany,6,2,0.2559980842312421,Low,51.1657,10.4515,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
