Ticket ID,Customer Name,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Status,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Resolution_Duration,Priority_Score,resolution_hours,Region,Latitude,Longitude,Cluster_Size,Performance_Score
1415,Susan Maddox,27,Female,GoPro Hero,25-06-2021,Cancellation Request,Display issue,Pending Customer Response,High,Social media,01-06-2023 07:08,,-1,3,,North America,37.09,-95.71,1695,
1416,Joseph Oneal,37,Male,Microsoft Office,01-11-2020,Billing Inquiry,Product compatibility,Open,Low,Chat,,,-1,1,,Latin America,-14.23,-51.92,1634,
1417,David Frost,67,Female,Microsoft Xbox Controller,09-12-2021,Technical Issue,Delivery problem,Closed,Medium,Email,01-06-2023 18:03,01-06-2023 01:07,539,2,16.933333333333334,Other Global,0,0,1747,2.78
1418,Kristopher Garcia,59,Male,Microsoft Xbox Controller,14-02-2020,Cancellation Request,Network problem,Closed,High,Email,01-06-2023 09:46,01-06-2023 03:07,1203,3,6.65,Other Global,0,0,1695,7.17
1419,Maria Gonzalez,63,Male,Nikon D,17-02-2021,Cancellation Request,Display issue,Pending Customer Response,Medium,Social media,01-06-2023 16:44,,-1,2,,Other Global,0,0,1695,
1420,Jennifer Payne,43,Other,Microsoft Xbox Controller,20-11-2021,Cancellation Request,Product compatibility,Open,Medium,Phone,,,-1,2,,Other Global,0,0,1695,
1421,Michelle Mills,22,Other,Asus ROG,25-06-2020,Billing Inquiry,Battery life,Pending Customer Response,Low,Phone,01-06-2023 19:16,,-1,1,,Other Global,0,0,1634,
1422,Jeremy Paul,40,Female,MacBook Pro,23-05-2021,Refund Request,Product compatibility,Open,Low,Social media,,,-1,1,,Other Global,0,0,1752,
1423,Alyssa Vazquez,58,Other,Nikon D,18-03-2020,Product Inquiry,Product compatibility,Pending Customer Response,Critical,Social media,01-06-2023 07:28,,-1,4,,Other Global,0,0,1641,
1424,Lauren Glover,62,Male,Asus ROG,06-05-2020,Refund Request,Installation support,Open,High,Social media,,,-1,3,,Other Global,0,0,1752,
1425,Tyler Chambers,47,Male,Bose QuietComfort,06-01-2021,Technical Issue,Payment issue,Pending Customer Response,High,Social media,01-06-2023 16:05,,-1,3,,Other Global,0,0,1747,
1426,Jennifer Morales,62,Female,Sony PlayStation,15-09-2020,Cancellation Request,Account access,Open,Low,Chat,,,-1,1,,Other Global,0,0,1695,
1427,Valerie Guerrero,67,Other,Apple AirPods,25-10-2020,Technical Issue,Hardware issue,Closed,Critical,Social media,01-06-2023 16:40,01-06-2023 07:33,949,4,9.116666666666667,Other Global,0,0,1747,6.12
1428,Mary Yates,58,Other,Philips Hue Lights,16-12-2020,Technical Issue,Network problem,Closed,High,Email,01-06-2023 09:54,01-06-2023 07:54,897,3,2,Other Global,0,0,1747,9.15
1429,Elizabeth Peterson,32,Male,Samsung Galaxy,27-09-2020,Technical Issue,Product recommendation,Open,Medium,Chat,,,-1,2,,Asia-Pacific,1.35,103.81,1747,
1430,Nicole Carpenter,51,Male,GoPro Hero,05-09-2021,Billing Inquiry,Software bug,Pending Customer Response,Medium,Phone,01-06-2023 05:07,,-1,2,,North America,37.09,-95.71,1634,
1431,Jeremy Jones,52,Male,GoPro Hero,26-02-2020,Billing Inquiry,Product compatibility,Open,Critical,Email,,,-1,4,,North America,37.09,-95.71,1634,
1432,Teresa Hughes,67,Other,Canon EOS,28-02-2020,Refund Request,Product setup,Open,Medium,Email,,,-1,2,,North America,37.09,-95.71,1752,
1433,Sarah Livingston,30,Other,iPhone,21-04-2020,Billing Inquiry,Delivery problem,Closed,Low,Phone,01-06-2023 15:28,01-06-2023 12:16,1136,1,3.2,Asia-Pacific,1.35,103.81,1634,8.64
1434,Anthony Murray,33,Other,Bose SoundLink Speaker,19-10-2020,Refund Request,Product recommendation,Closed,Low,Email,01-06-2023 12:19,01-06-2023 07:23,955,1,4.933333333333334,Other Global,0,0,1752,7.9
1435,Kevin Brooks,46,Male,Nest Thermostat,12-04-2020,Billing Inquiry,Delivery problem,Closed,Medium,Email,01-06-2023 19:28,01-06-2023 21:16,1145,2,1.8,Other Global,0,0,1634,9.23
1436,Mrs. Morgan Murphy,62,Female,Sony Xperia,26-10-2020,Refund Request,Peripheral compatibility,Pending Customer Response,Medium,Email,01-06-2023 12:51,,-1,2,,Other Global,0,0,1752,
1437,Kelli Terrell,27,Female,LG OLED,21-04-2020,Billing Inquiry,Hardware issue,Pending Customer Response,Low,Social media,01-06-2023 06:02,,-1,1,,Other Global,0,0,1634,
1438,Jill Weeks,63,Other,Bose SoundLink Speaker,22-01-2021,Refund Request,Installation support,Pending Customer Response,Critical,Email,01-06-2023 07:34,,-1,4,,Other Global,0,0,1752,
1439,Whitney Cox,24,Female,Canon EOS,26-09-2020,Cancellation Request,Refund request,Open,Low,Phone,,,-1,1,,North America,37.09,-95.71,1695,
1440,Bruce Wilcox,36,Male,Amazon Kindle,08-06-2020,Product Inquiry,Battery life,Open,Critical,Phone,,,-1,4,,Other Global,0,0,1641,
1441,Kathryn Avery,23,Female,Sony 4K HDR TV,23-06-2020,Billing Inquiry,Delivery problem,Open,Low,Phone,,,-1,1,,Other Global,0,0,1634,
1442,Dalton Li,22,Female,Nintendo Switch Pro Controller,12-04-2020,Product Inquiry,Refund request,Open,High,Email,,,-1,3,,Other Global,0,0,1641,
1443,Charlotte Doyle,19,Female,Xbox,28-08-2020,Product Inquiry,Refund request,Pending Customer Response,Low,Social media,01-06-2023 10:41,,-1,1,,Other Global,0,0,1641,
1444,Jessica Vaughn,29,Male,Google Pixel,16-09-2020,Technical Issue,Product recommendation,Closed,Critical,Chat,01-06-2023 15:43,01-06-2023 18:43,988,4,3,Other Global,0,0,1747,8.72
1445,Lisa Thompson,63,Male,LG Smart TV,08-11-2020,Refund Request,Delivery problem,Closed,Low,Social media,01-06-2023 07:15,01-06-2023 16:09,935,1,8.9,Europe,54.52,15.25,1752,6.21
1446,John Gray,25,Male,Amazon Kindle,24-02-2021,Billing Inquiry,Hardware issue,Pending Customer Response,High,Social media,01-06-2023 10:55,,-1,3,,Other Global,0,0,1634,
1447,Julie Arellano,32,Male,Canon DSLR Camera,24-06-2021,Billing Inquiry,Peripheral compatibility,Open,High,Chat,,,-1,3,,Other Global,0,0,1634,
1448,Tristan Parker,23,Female,Canon EOS,26-03-2020,Refund Request,Peripheral compatibility,Open,High,Social media,,,-1,3,,North America,37.09,-95.71,1752,
1449,Jack Fox,64,Female,LG OLED,20-05-2021,Billing Inquiry,Product setup,Pending Customer Response,Medium,Social media,01-06-2023 05:57,,-1,2,,Other Global,0,0,1634,
1450,Jason Page,24,Female,Google Nest,12-01-2020,Product Inquiry,Software bug,Pending Customer Response,Medium,Chat,01-06-2023 07:01,,-1,2,,Other Global,0,0,1641,
1451,John Brown,69,Male,Canon DSLR Camera,03-08-2021,Cancellation Request,Payment issue,Closed,High,Email,01-06-2023 15:20,01-06-2023 09:38,667,3,5.7,Other Global,0,0,1695,7.57
1452,John Morgan,27,Other,GoPro Action Camera,21-08-2020,Billing Inquiry,Battery life,Pending Customer Response,Critical,Chat,31-05-2023 23:15,,-1,4,,Other Global,0,0,1634,
1453,Shane Rodriguez,35,Other,Dyson Vacuum Cleaner,13-02-2021,Cancellation Request,Product setup,Closed,Critical,Social media,01-06-2023 18:13,01-06-2023 14:30,838,4,3.716666666666667,Other Global,0,0,1695,8.42
1454,Todd Hart,37,Other,Garmin Forerunner,01-08-2020,Billing Inquiry,Software bug,Open,Critical,Social media,,,-1,4,,Other Global,0,0,1634,
1455,Juan Mendoza,64,Other,iPhone,22-05-2020,Refund Request,Product setup,Pending Customer Response,Medium,Phone,01-06-2023 20:30,,-1,2,,Asia-Pacific,1.35,103.81,1752,
1456,Sandra Perez,55,Female,Philips Hue Lights,18-08-2021,Cancellation Request,Software bug,Open,Medium,Social media,,,-1,2,,Other Global,0,0,1695,
1457,Nicholas Martinez,34,Other,Dyson Vacuum Cleaner,10-04-2020,Billing Inquiry,Installation support,Closed,High,Social media,01-06-2023 14:25,01-06-2023 20:15,1147,3,5.833333333333333,Other Global,0,0,1634,7.51
1458,Robert Bradley,29,Female,LG Smart TV,08-09-2020,Refund Request,Refund request,Closed,Low,Phone,01-06-2023 07:26,01-06-2023 15:27,996,1,8.016666666666667,Europe,54.52,15.25,1752,6.58
1459,Desiree Ramos,35,Female,GoPro Action Camera,26-09-2020,Billing Inquiry,Refund request,Pending Customer Response,Critical,Phone,01-06-2023 12:53,,-1,4,,Other Global,0,0,1634,
1460,Robert Mcintosh,41,Other,Amazon Kindle,04-12-2021,Product Inquiry,Network problem,Open,Low,Email,,,-1,1,,Other Global,0,0,1641,
1461,Shirley Howard,52,Other,Sony PlayStation,06-03-2020,Billing Inquiry,Data loss,Pending Customer Response,Low,Chat,01-06-2023 15:54,,-1,1,,Other Global,0,0,1634,
1462,Matthew Myers,22,Male,Sony 4K HDR TV,08-08-2021,Billing Inquiry,Payment issue,Open,High,Email,,,-1,3,,Other Global,0,0,1634,
1463,Kathryn Hudson,63,Other,Xbox,02-05-2021,Cancellation Request,Battery life,Pending Customer Response,High,Chat,01-06-2023 22:14,,-1,3,,Other Global,0,0,1695,
1464,Alan Krueger,39,Female,Google Pixel,04-01-2020,Product Inquiry,Payment issue,Pending Customer Response,Critical,Chat,01-06-2023 18:11,,-1,4,,Other Global,0,0,1641,
1465,Michael Young,57,Other,Google Pixel,13-06-2021,Refund Request,Account access,Open,Critical,Social media,,,-1,4,,Other Global,0,0,1752,
1466,Thomas Ray,34,Male,Google Pixel,20-07-2020,Refund Request,Payment issue,Closed,Medium,Social media,01-06-2023 00:21,01-06-2023 17:00,1046,2,16.65,Other Global,0,0,1752,2.9
1467,Earl Lambert,26,Male,GoPro Hero,29-08-2021,Refund Request,Battery life,Pending Customer Response,Critical,Social media,31-05-2023 23:20,,-1,4,,North America,37.09,-95.71,1752,
1468,Michael Mclean,34,Other,PlayStation,09-08-2021,Product Inquiry,Payment issue,Closed,Medium,Phone,01-06-2023 04:54,01-06-2023 03:15,661,2,1.65,Other Global,0,0,1641,9.3
1469,Brian Ross,56,Female,Bose QuietComfort,07-12-2020,Technical Issue,Product setup,Closed,Critical,Social media,01-06-2023 11:55,01-06-2023 15:58,906,4,4.05,Other Global,0,0,1747,8.27
1470,Maria Murphy,67,Female,Bose QuietComfort,22-05-2021,Refund Request,Installation support,Pending Customer Response,High,Phone,01-06-2023 15:25,,-1,3,,Other Global,0,0,1752,
1471,Derek King,67,Male,Nest Thermostat,19-11-2020,Refund Request,Peripheral compatibility,Open,Low,Social media,,,-1,1,,Other Global,0,0,1752,
1472,Brady Osborn,32,Male,LG OLED,10-06-2020,Cancellation Request,Installation support,Pending Customer Response,Low,Email,01-06-2023 12:48,,-1,1,,Other Global,0,0,1695,
1473,Dr. Lauren Lee,53,Female,Garmin Forerunner,10-08-2020,Refund Request,Delivery problem,Open,Medium,Phone,,,-1,2,,Other Global,0,0,1752,
1474,Mark Holloway,56,Other,Apple AirPods,24-01-2021,Technical Issue,Delivery problem,Open,Critical,Email,,,-1,4,,Other Global,0,0,1747,
1475,Madison Williamson,27,Other,iPhone,13-09-2021,Refund Request,Account access,Pending Customer Response,High,Social media,01-06-2023 00:55,,-1,3,,Asia-Pacific,1.35,103.81,1752,
1476,Jeffery Boone,50,Female,Fitbit Versa Smartwatch,07-09-2020,Technical Issue,Peripheral compatibility,Pending Customer Response,Critical,Chat,01-06-2023 01:59,,-1,4,,Other Global,0,0,1747,
1477,Jessica Martin,21,Male,Roomba Robot Vacuum,20-09-2021,Technical Issue,Installation support,Pending Customer Response,High,Chat,01-06-2023 18:54,,-1,3,,Other Global,0,0,1747,
1478,Brent Dorsey,41,Female,GoPro Action Camera,02-08-2020,Cancellation Request,Battery life,Open,Critical,Chat,,,-1,4,,Other Global,0,0,1695,
1479,Todd Riddle,61,Male,Microsoft Surface,13-01-2021,Refund Request,Delivery problem,Pending Customer Response,Medium,Email,01-06-2023 17:18,,-1,2,,Other Global,0,0,1752,
1480,William Johnson,64,Male,Garmin Forerunner,01-10-2020,Technical Issue,Product recommendation,Pending Customer Response,High,Chat,01-06-2023 00:44,,-1,3,,Other Global,0,0,1747,
1481,Jacob Moore,34,Female,Dyson Vacuum Cleaner,02-10-2020,Cancellation Request,Product setup,Closed,Medium,Chat,31-05-2023 23:42,01-06-2023 08:01,972,2,8.316666666666666,Other Global,0,0,1695,6.46
1482,Rhonda Gates,28,Other,LG Smart TV,07-04-2021,Cancellation Request,Installation support,Closed,Medium,Email,31-05-2023 22:53,01-06-2023 02:13,785,2,3.333333333333333,Europe,54.52,15.25,1695,8.58
1483,Jonathan Zamora,26,Male,Fitbit Charge,21-02-2020,Product Inquiry,Delivery problem,Pending Customer Response,Medium,Chat,01-06-2023 18:02,,-1,2,,Other Global,0,0,1641,
1484,Michael Stokes,33,Female,Google Nest,25-05-2021,Refund Request,Product setup,Closed,Critical,Email,31-05-2023 23:58,01-06-2023 03:22,737,4,3.4,Other Global,0,0,1752,8.55
1485,Troy Lewis,46,Male,Xbox,06-06-2021,Cancellation Request,Display issue,Pending Customer Response,Low,Social media,01-06-2023 16:05,,-1,1,,Other Global,0,0,1695,
1486,Jennifer Banks,64,Male,GoPro Action Camera,29-11-2021,Product Inquiry,Delivery problem,Pending Customer Response,Low,Email,01-06-2023 07:43,,-1,1,,Other Global,0,0,1641,
1487,Amanda Nguyen,30,Male,Apple AirPods,27-03-2020,Cancellation Request,Peripheral compatibility,Closed,High,Phone,01-06-2023 13:29,01-06-2023 02:27,1161,3,11.033333333333331,Other Global,0,0,1695,5.3
1488,Terri Garcia,50,Female,Sony PlayStation,09-06-2020,Product Inquiry,Product compatibility,Closed,Low,Phone,01-06-2023 21:25,01-06-2023 14:56,1087,1,6.483333333333333,Other Global,0,0,1641,7.24
1489,Lisa Johnson,37,Male,MacBook Pro,25-10-2021,Cancellation Request,Software bug,Pending Customer Response,Medium,Chat,01-06-2023 06:26,,-1,2,,Other Global,0,0,1695,
1490,Alyssa Moore,49,Female,Adobe Photoshop,12-05-2021,Technical Issue,Product setup,Closed,Low,Chat,01-06-2023 12:30,01-06-2023 13:29,750,1,0.9833333333333332,Other Global,0,0,1747,9.58
1491,Gabrielle Griffin,58,Female,Lenovo ThinkPad,06-09-2020,Refund Request,Account access,Closed,High,Phone,01-06-2023 04:03,01-06-2023 01:27,998,3,2.6,Other Global,0,0,1752,8.89
1492,Amanda Smith,49,Other,Philips Hue Lights,25-01-2020,Product Inquiry,Product recommendation,Closed,Critical,Email,01-06-2023 18:40,01-06-2023 22:03,1223,4,3.3833333333333333,Other Global,0,0,1641,8.56
1493,Karen Scott,34,Female,GoPro Hero,03-07-2020,Refund Request,Delivery problem,Closed,Medium,Phone,01-06-2023 18:42,01-06-2023 20:57,1063,2,2.25,North America,37.09,-95.71,1752,9.04
1494,Aaron Powell,55,Other,Dell XPS,21-02-2020,Billing Inquiry,Product setup,Closed,Low,Social media,01-06-2023 04:50,01-06-2023 14:18,1196,1,9.466666666666669,Asia-Pacific,1.35,103.81,1634,5.97
1495,Jonathan Estrada,37,Male,iPhone,28-07-2020,Cancellation Request,Delivery problem,Pending Customer Response,High,Social media,31-05-2023 22:39,,-1,3,,Asia-Pacific,1.35,103.81,1695,
1496,Willie Harmon,58,Other,Sony 4K HDR TV,24-12-2021,Cancellation Request,Battery life,Closed,Low,Chat,01-06-2023 19:31,01-06-2023 19:24,524,1,0.1166666666666666,Other Global,0,0,1695,9.95
1497,Heather Moreno,55,Female,Google Nest,07-06-2021,Refund Request,Software bug,Open,Medium,Phone,,,-1,2,,Other Global,0,0,1752,
1498,Tammy Cortez,63,Female,Microsoft Surface,05-03-2021,Cancellation Request,Cancellation request,Pending Customer Response,Low,Chat,01-06-2023 17:02,,-1,1,,Other Global,0,0,1695,
1499,Phillip Pruitt,59,Female,Autodesk AutoCAD,21-10-2020,Product Inquiry,Product compatibility,Closed,High,Email,01-06-2023 12:09,01-06-2023 10:36,953,3,1.55,Middle East,23.88,45.07,1641,9.34
1500,Daniel Price,69,Female,Apple AirPods,22-07-2020,Billing Inquiry,Delivery problem,Pending Customer Response,Critical,Email,01-06-2023 17:07,,-1,4,,Other Global,0,0,1634,
1501,Miranda Lawson,44,Female,Fitbit Charge,30-03-2020,Cancellation Request,Data loss,Open,Critical,Social media,,,-1,4,,Other Global,0,0,1695,
1502,Julie Liu,65,Female,Bose QuietComfort,27-05-2021,Billing Inquiry,Product compatibility,Pending Customer Response,High,Phone,31-05-2023 23:57,,-1,3,,Other Global,0,0,1634,
1503,Christopher Johnson,39,Other,Xbox,20-10-2021,Refund Request,Hardware issue,Pending Customer Response,Critical,Social media,01-06-2023 02:15,,-1,4,,Other Global,0,0,1752,
1504,Erica Harris,57,Male,Amazon Kindle,09-01-2020,Technical Issue,Delivery problem,Closed,High,Chat,01-06-2023 16:03,01-06-2023 16:13,1239,3,0.1666666666666666,Other Global,0,0,1747,9.93
1505,Samantha Fernandez,68,Other,MacBook Pro,05-12-2020,Technical Issue,Account access,Pending Customer Response,Critical,Phone,01-06-2023 17:34,,-1,4,,Other Global,0,0,1747,
1506,Megan Solomon,68,Other,Dell XPS,08-06-2020,Technical Issue,Peripheral compatibility,Open,Medium,Social media,,,-1,2,,Asia-Pacific,1.35,103.81,1747,
1507,April Johnson,57,Other,PlayStation,11-01-2020,Technical Issue,Product compatibility,Pending Customer Response,High,Phone,01-06-2023 12:38,,-1,3,,Other Global,0,0,1747,
1508,Daniel Anderson,21,Other,Nikon D,01-04-2020,Cancellation Request,Hardware issue,Pending Customer Response,Medium,Social media,01-06-2023 02:12,,-1,2,,Other Global,0,0,1695,
1509,Karen Gomez,46,Male,Dell XPS,07-12-2021,Product Inquiry,Installation support,Pending Customer Response,Low,Chat,01-06-2023 00:57,,-1,1,,Asia-Pacific,1.35,103.81,1641,
1510,Betty Norton,69,Male,Canon DSLR Camera,24-04-2020,Product Inquiry,Product compatibility,Open,Critical,Phone,,,-1,4,,Other Global,0,0,1641,
1511,James Dodson,68,Other,Nintendo Switch Pro Controller,22-01-2020,Product Inquiry,Delivery problem,Open,Medium,Phone,,,-1,2,,Other Global,0,0,1641,
1512,James White,41,Female,LG Smart TV,02-03-2021,Cancellation Request,Software bug,Open,Medium,Social media,,,-1,2,,Europe,54.52,15.25,1695,
1513,Mary Clements,55,Male,Dell XPS,09-06-2020,Cancellation Request,Product recommendation,Pending Customer Response,Low,Phone,01-06-2023 21:07,,-1,1,,Asia-Pacific,1.35,103.81,1695,
1514,Michaela Rowland,39,Male,Canon EOS,02-07-2021,Cancellation Request,Battery life,Closed,Low,Email,01-06-2023 18:57,01-06-2023 04:44,699,1,14.216666666666669,North America,37.09,-95.71,1695,3.94
1515,Jennifer Wu,55,Male,Google Pixel,16-04-2020,Refund Request,Installation support,Open,Low,Email,,,-1,1,,Other Global,0,0,1752,
1516,Andrew Haynes,51,Male,Google Pixel,13-09-2020,Cancellation Request,Delivery problem,Pending Customer Response,Critical,Phone,01-06-2023 17:31,,-1,4,,Other Global,0,0,1695,
1517,Kaylee Watson,50,Female,Samsung Galaxy,26-12-2020,Product Inquiry,Network problem,Open,High,Social media,,,-1,3,,Asia-Pacific,1.35,103.81,1641,
1518,Evan Brown,56,Other,Philips Hue Lights,11-04-2021,Refund Request,Data loss,Pending Customer Response,High,Phone,01-06-2023 13:58,,-1,3,,Other Global,0,0,1752,
1519,Steven Kim,24,Male,Philips Hue Lights,24-05-2021,Billing Inquiry,Peripheral compatibility,Open,Low,Email,,,-1,1,,Other Global,0,0,1634,
1520,Eric Myers,54,Female,LG Washing Machine,20-12-2021,Cancellation Request,Software bug,Pending Customer Response,High,Email,01-06-2023 16:41,,-1,3,,Other Global,0,0,1695,
1521,Joshua Jones,63,Other,LG Washing Machine,22-11-2021,Technical Issue,Battery life,Open,High,Chat,,,-1,3,,Other Global,0,0,1747,
1522,Kelly Henderson,18,Male,Microsoft Office,23-07-2021,Technical Issue,Delivery problem,Open,High,Email,,,-1,3,,Latin America,-14.23,-51.92,1747,
1523,Michael Hernandez,21,Male,Fitbit Charge,15-09-2021,Refund Request,Product recommendation,Pending Customer Response,Critical,Chat,01-06-2023 05:44,,-1,4,,Other Global,0,0,1752,
1524,Elizabeth Zavala,26,Male,Amazon Echo,22-10-2020,Cancellation Request,Hardware issue,Closed,Critical,Email,01-06-2023 13:15,01-06-2023 19:18,952,4,6.05,Other Global,0,0,1695,7.42
1525,Angela Turner,58,Other,Xbox,14-08-2020,Cancellation Request,Product setup,Pending Customer Response,Low,Email,01-06-2023 20:15,,-1,1,,Other Global,0,0,1695,
1526,Ian White,22,Other,PlayStation,24-08-2020,Technical Issue,Display issue,Pending Customer Response,Critical,Phone,01-06-2023 15:21,,-1,4,,Other Global,0,0,1747,
1527,Michele Gray,21,Other,MacBook Pro,04-08-2020,Product Inquiry,Network problem,Closed,High,Email,01-06-2023 07:44,01-06-2023 14:51,1031,3,7.116666666666666,Other Global,0,0,1641,6.97
1528,John Hernandez,23,Male,Amazon Echo,29-07-2020,Refund Request,Hardware issue,Closed,Low,Social media,01-06-2023 04:24,01-06-2023 00:04,1037,1,4.333333333333333,Other Global,0,0,1752,8.15
1529,Alexandra Flores,70,Other,Sony Xperia,07-09-2021,Refund Request,Software bug,Closed,High,Chat,01-06-2023 03:06,01-06-2023 18:19,632,3,15.216666666666669,Other Global,0,0,1752,3.52
1530,Jeffrey Rivera,36,Female,Fitbit Versa Smartwatch,09-03-2021,Technical Issue,Peripheral compatibility,Closed,Low,Phone,01-06-2023 08:05,01-06-2023 18:06,814,1,10.016666666666667,Other Global,0,0,1747,5.73
1531,Jessica Blankenship,61,Male,iPhone,18-03-2020,Cancellation Request,Cancellation request,Open,Critical,Phone,,,-1,4,,Asia-Pacific,1.35,103.81,1695,
1532,Lindsay Arnold,56,Other,Dell XPS,13-05-2021,Billing Inquiry,Product recommendation,Open,Low,Phone,,,-1,1,,Asia-Pacific,1.35,103.81,1634,
1533,Travis Calderon,68,Female,Google Nest,21-03-2021,Refund Request,Refund request,Closed,Low,Email,01-06-2023 05:32,01-06-2023 09:42,802,1,4.166666666666667,Other Global,0,0,1752,8.22
1534,Tracy Hughes,47,Female,PlayStation,30-05-2020,Product Inquiry,Hardware issue,Pending Customer Response,Critical,Phone,01-06-2023 07:57,,-1,4,,Other Global,0,0,1641,
1535,Shelby James,46,Other,MacBook Pro,03-01-2021,Billing Inquiry,Cancellation request,Open,Low,Social media,,,-1,1,,Other Global,0,0,1634,
1536,Lisa Zhang,66,Male,Bose QuietComfort,16-03-2021,Product Inquiry,Product recommendation,Closed,Medium,Email,01-06-2023 14:04,01-06-2023 19:43,807,2,5.65,Other Global,0,0,1641,7.59
1537,Kyle Noble,67,Male,GoPro Action Camera,16-02-2021,Cancellation Request,Installation support,Pending Customer Response,Low,Social media,01-06-2023 16:16,,-1,1,,Other Global,0,0,1695,
1538,Kelli Wheeler,48,Male,Microsoft Xbox Controller,07-10-2020,Refund Request,Refund request,Open,Low,Social media,,,-1,1,,Other Global,0,0,1752,
1539,Donald Hanson,51,Other,LG Washing Machine,09-06-2020,Product Inquiry,Hardware issue,Open,Low,Phone,,,-1,1,,Other Global,0,0,1641,
1540,David Oliver,27,Female,Dell XPS,08-09-2020,Technical Issue,Refund request,Pending Customer Response,High,Email,01-06-2023 04:30,,-1,3,,Asia-Pacific,1.35,103.81,1747,
1541,Rachel Moore,50,Male,Amazon Kindle,04-06-2020,Technical Issue,Software bug,Closed,Medium,Phone,01-06-2023 07:41,01-06-2023 07:52,1092,2,0.1833333333333333,Other Global,0,0,1747,9.92
1542,Bethany Juarez,38,Female,HP Pavilion,23-04-2021,Refund Request,Battery life,Open,Critical,Phone,,,-1,4,,Other Global,0,0,1752,
1543,Wendy Tran,34,Female,Amazon Echo,22-03-2020,Billing Inquiry,Product recommendation,Open,High,Phone,,,-1,3,,Other Global,0,0,1634,
1544,Jennifer Adkins,18,Male,Dell XPS,28-02-2021,Cancellation Request,Refund request,Pending Customer Response,Medium,Phone,01-06-2023 21:39,,-1,2,,Asia-Pacific,1.35,103.81,1695,
1545,Kimberly Pratt,33,Female,Sony 4K HDR TV,29-10-2020,Technical Issue,Network problem,Closed,Critical,Social media,01-06-2023 01:26,01-06-2023 15:07,945,4,13.683333333333334,Other Global,0,0,1747,4.17
1546,Eric Arnold,55,Male,LG Washing Machine,05-01-2021,Billing Inquiry,Refund request,Open,Critical,Phone,,,-1,4,,Other Global,0,0,1634,
1547,Joe Mckee,46,Other,LG Smart TV,16-02-2020,Technical Issue,Hardware issue,Closed,High,Chat,01-06-2023 01:48,31-05-2023 23:21,1200,3,2.45,Europe,54.52,15.25,1747,8.96
1548,Jill Duncan,68,Other,Bose SoundLink Speaker,13-10-2021,Cancellation Request,Delivery problem,Pending Customer Response,Medium,Email,01-06-2023 14:41,,-1,2,,Other Global,0,0,1695,
1549,Bradley Walters,54,Male,Fitbit Versa Smartwatch,26-01-2020,Product Inquiry,Software bug,Closed,Critical,Social media,31-05-2023 23:46,01-06-2023 15:29,1222,4,15.716666666666669,Other Global,0,0,1641,3.3
1550,Thomas Wolf,48,Female,LG Washing Machine,02-07-2021,Product Inquiry,Peripheral compatibility,Pending Customer Response,Medium,Social media,01-06-2023 08:57,,-1,2,,Other Global,0,0,1641,
1551,Cynthia Herman,30,Female,Roomba Robot Vacuum,24-06-2021,Cancellation Request,Display issue,Pending Customer Response,Medium,Email,01-06-2023 19:55,,-1,2,,Other Global,0,0,1695,
1552,Anthony English,46,Male,Fitbit Charge,17-12-2020,Refund Request,Data loss,Open,High,Chat,,,-1,3,,Other Global,0,0,1752,
1553,Timothy Ware,27,Other,Apple AirPods,17-07-2021,Product Inquiry,Software bug,Pending Customer Response,Medium,Email,01-06-2023 14:45,,-1,2,,Other Global,0,0,1641,
1554,Christine Long DDS,29,Other,Microsoft Xbox Controller,23-11-2020,Billing Inquiry,Installation support,Closed,High,Email,01-06-2023 16:08,01-06-2023 01:21,920,3,14.783333333333331,Other Global,0,0,1634,3.7
1555,Seth Allen,22,Other,Sony PlayStation,13-11-2021,Cancellation Request,Product compatibility,Open,High,Email,,,-1,3,,Other Global,0,0,1695,
1556,Tanya Cohen,35,Other,Amazon Kindle,01-07-2021,Technical Issue,Network problem,Open,High,Social media,,,-1,3,,Other Global,0,0,1747,
1557,Laura Rhodes,41,Male,Bose SoundLink Speaker,21-05-2021,Cancellation Request,Product setup,Pending Customer Response,Critical,Social media,01-06-2023 13:42,,-1,4,,Other Global,0,0,1695,
1558,Renee Gonzalez,20,Male,Asus ROG,01-10-2021,Technical Issue,Payment issue,Closed,High,Chat,01-06-2023 20:03,01-06-2023 17:24,608,3,2.65,Other Global,0,0,1747,8.87
1559,Sarah Thompson,40,Female,Apple AirPods,15-02-2021,Refund Request,Data loss,Open,Medium,Email,,,-1,2,,Other Global,0,0,1752,
1560,Kristin Mann,25,Male,Nest Thermostat,28-05-2020,Technical Issue,Software bug,Pending Customer Response,Low,Phone,01-06-2023 00:30,,-1,1,,Other Global,0,0,1747,
1561,Jennifer Daniel,57,Male,Amazon Kindle,11-08-2020,Product Inquiry,Network problem,Pending Customer Response,High,Phone,01-06-2023 05:33,,-1,3,,Other Global,0,0,1641,
1562,Julie Haley,52,Female,Samsung Soundbar,29-02-2020,Product Inquiry,Product recommendation,Pending Customer Response,High,Phone,01-06-2023 11:03,,-1,3,,Other Global,0,0,1641,
1563,Jennifer Beck,31,Female,Canon EOS,19-06-2020,Refund Request,Hardware issue,Open,High,Email,,,-1,3,,North America,37.09,-95.71,1752,
